commit_hash,contains_bug,la,ns,ent,nrev,tcmt,hcmt,app,rexp,oexp,rrexp,orexp,asexp,rsexp,osexp,NAME NAME OP,NAME OP NAME,OP NEWLINE NAME,OP NAME OP,NAME OP OP,OP OP NEWLINE,NAME OP NL,OP NL NAME,NL NAME OP,NAME OP STRING,NEWLINE NAME NAME,OP OP NAME,OP STRING OP,STRING OP OP,OP STRING NL,STRING NL STRING,OP NL OP,NL OP STRING
99347717ed2c7e92b3dc3bd33c12a3a05e8e349d,0,135,2,0.776442266,0,0,0,0,0,0,0,0,0,0,0,13,87,26,86,8,7,2,0,1,10,14,1,8,0,1,1,1,0
97e966f2dbc4442c105c80021718f970901790e6,0,73,2,0.791109306,0,0,0,0,0,0,0,0,0,0,0,14,51,7,51,10,3,7,15,12,6,7,4,8,4,1,0,1,0
c364724a0dc7a658058fcb167af66ee7eb5bcd2a,1,53,1,0.525525091,0,0,0,0,0,0,0,0,0,0,0,28,34,29,44,34,23,0,0,1,2,32,10,2,1,0,0,1,0
b097d5a247f95fac180c3270cb1f613edfa46523,0,5,1,0.0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,1,3,0,1,0,0,0,0,0
b09e9c9600a1581bb2aba355714d258696573c3c,0,123,2,0.730968162,0,0,0,0,0,0,0,0,0,0,0,33,191,88,210,15,23,2,0,3,47,31,6,72,25,0,0,0,0
19e411bc48ff5a9cec34adccfbc337ce472c01fa,0,31,1,0.60366554,0,0,0,0,0,0,0,0,0,0,0,11,52,19,55,8,9,0,1,2,7,9,2,8,3,0,0,0,0
61711e0378525247f7952c989ce8eeeb9e2b5bbd,0,76,1,0.468995594,0,0,0,0,0,0,0,0,0,0,0,12,66,33,74,5,8,4,8,9,34,14,2,33,9,4,7,0,0
c32e57999be09368b18f5a89315465e629ed4819,1,434,1,0.780145658,0,0,0,0,0,0,0,0,0,0,0,99,192,40,176,59,42,7,15,32,58,36,15,58,29,18,11,3,0
1f0df07baac52379b122a9928200305dd9d2151f,0,113,1,0.378958788,0,0,0,0,0,0,0,0,0,0,0,24,186,70,190,25,24,5,8,13,39,27,3,53,29,0,0,0,0
75575b41c6598e4e7c60fd216f16fd805b997930,0,119,2,0.65975776,0,0,0,0,0,0,0,0,0,0,0,28,108,47,117,26,21,4,1,8,24,15,4,11,1,1,5,0,0
fea850245835f867aa4cc741b612445e56e64236,0,29,1,0.0,0,0,0,0,0,0,0,0,0,0,0,6,61,17,67,10,8,5,3,3,8,2,3,10,7,0,0,4,1
b936e28cd33ecfd6786fa0c6a05e9c192017531a,0,554,1,0.84931449,0,0,0,0,0,0,0,0,0,0,0,5,39,10,41,10,8,5,5,6,3,8,2,5,2,0,0,0,0
f835c01f41fdba5791190b9275775ae7fcfcafc6,0,155,1,0.621861089,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,2,0,0,0,3,0,0,7,2,0,0,0,0
3b4150caa10786e8312abc11666214a9c3243389,0,15,1,0.918295834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dbf14e9b6cc337233ef95b03fd1c2fdba8ebf8a7,0,51,1,0.0,0,0,0,0,0,0,0,0,0,0,0,3,46,11,49,4,4,7,7,11,11,4,1,17,8,0,0,2,0
b1754fb076486efbdb7c7263a023984e007db707,0,23,2,0.323783798,0,0,0,0,0,0,0,0,0,0,0,4,36,11,37,5,5,0,0,2,10,2,2,12,4,0,0,0,0
38b4cd9e68d7e1c262b08474b277573440ec3e87,0,202,1,0.882141479,0,0,0,0,0,0,0,0,0,0,0,36,176,8,214,31,6,35,86,70,67,0,23,78,47,2,2,1,1
24c2da40549e882be716e1897fd81aef8f172e53,1,116,1,0.539314061,0,0,0,0,0,0,0,0,0,0,0,17,99,41,107,34,31,0,5,5,19,20,7,68,13,0,0,19,0
c6923ec603288e1d46fdb80e874c8e71361442f5,0,6,1,0.0,0,0,0,0,0,0,0,0,0,0,0,3,13,4,13,3,2,0,1,1,1,3,1,0,1,1,2,0,0
f59f8e8fcbde6f0d8d4c19b00bfc5f4141287772,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,2,1,0,0,0,0,0,1,0,0,0,0,0,0
db1f6a3f2a8d85c82eb3530194e61276e7f54c6a,0,27,1,0.0,0,0,0,0,0,0,0,0,0,0,0,4,36,15,47,12,8,1,1,2,8,1,3,11,8,0,0,0,0
7f339e73ae2fcd8019df368d392858bfa22e36ac,0,3,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,5,0,1,0,0,0,1,0,0,1,1,0,0,0,0
12a0b2d5f4778802cf8d8bfef63f81d3dcc9eea1,0,404,2,0.729555943,0,0,0,0,0,0,0,0,0,0,0,37,214,77,221,38,32,2,1,5,22,41,7,20,4,4,8,0,0
a7c25a19a9a2fdf89fc9ecd3992ded936923af18,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,0,6,15,4,17,2,3,1,1,3,7,2,0,12,2,0,0,0,0
5e722ea7b912f189c0a3b9434e9a38d08095ad00,1,493,1,0.829852372,0,0,0,0,0,0,0,0,0,0,0,87,335,126,380,114,66,24,24,24,49,87,28,118,71,0,0,42,0
adf2ea5f1c76cc8bdbfbc11442512406cf6d9243,0,31,1,0.0,0,0,0,0,0,0,0,0,0,0,0,9,87,28,90,17,16,1,0,1,8,10,3,7,4,2,2,0,0
0bb2d0085e1fb3ba22a408f405f4539aa07b226c,0,41,1,0.456683632,0,0,0,0,0,0,0,0,0,0,0,16,75,32,76,16,12,1,1,2,6,20,3,5,1,1,1,0,0
702e64fc525535e8ed5052bd6ec55d61ab7f0aee,1,320,1,0.768930161,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f68b6354e28f840d4a07f633888751c782267662,0,11,4,0.638806718,0,0,0,0,0,0,0,0,0,0,0,7,17,6,11,3,2,0,0,0,1,4,0,5,0,0,0,0,0
2d1274c4974c7231a00cd835aedb31b7a349e710,0,32,3,0.790742732,0,0,0,0,0,0,0,0,0,0,0,5,17,7,14,4,4,0,0,0,1,5,1,1,1,0,0,0,0
6dfdcc8f5c19fcfd5321fd3b624b73a32f705394,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0
ab938bf376efe7a93b54e4ca595d3102d04b0080,1,106,1,0.869589362,0,0,0,0,0,0,0,0,0,0,0,28,195,46,231,48,31,8,7,13,29,28,26,40,19,1,1,2,2
402ccd6d7c68697a3feb454c42207251fb08a64c,1,266,1,0.273954129,0,0,0,0,0,0,0,0,0,0,0,41,548,191,595,82,76,14,8,21,71,38,33,98,56,0,0,3,2
799e92ec22172c147292ba3c4f4441e4a29cb2bf,0,364,2,0.335397475,0,0,0,0,0,0,0,0,0,0,0,7,51,19,56,7,1,0,0,2,12,7,7,7,1,0,0,0,0
b7390c78054f839ac3340d771b9aae0109f5a98e,0,29,1,0.640224275,0,0,0,0,0,0,0,0,0,0,0,1,67,24,80,9,10,0,0,0,13,4,12,13,13,0,0,0,0
9fca0b2156f1e7f3d007916ef18b2ed9fbc761df,0,50,1,0.0,0,0,0,0,0,0,0,0,0,0,0,10,82,25,88,19,15,1,0,4,12,11,5,18,9,0,0,0,0
a2f9e4be5ca400b407fbb8aa11dd0888aad21aa1,0,4,1,0.863120569,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,2,2,0,0,0,1,1,0,0,0,1,1,0,0
23a4049477e69fa279179a00a31a79d88e5d4ed3,0,705,2,0.651366935,0,0,0,0,0,0,0,0,0,0,0,45,852,272,960,119,49,56,5,6,49,42,9,327,65,0,0,1,0
1d454f7595763e5ae0acd498f3749bf55a72bfbd,0,199,2,0.912915763,0,0,0,0,0,0,0,0,0,0,0,22,255,92,275,40,16,6,1,6,24,13,13,72,24,3,21,1,0
742c21e4e79ce5a26975b31486ded3956a846c55,0,34,1,0.733989903,0,0,0,0,0,0,0,0,0,0,0,10,105,17,105,9,7,6,6,6,5,3,3,5,0,0,0,0,0
b6aa9588620e41f67813b79517dc8c1353a13fee,0,115,4,0.630434001,0,0,0,0,0,0,0,0,0,0,0,18,22,1,8,0,0,0,0,0,0,31,0,0,0,0,0,0,0
772a2ce2b980859d440440acb539e6e4ee42a36d,0,513,1,0.717970729,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0
fb6aba61ef03032c31196bd58c68fa7b7d4c2769,0,41,1,0.884461517,0,0,0,0,0,0,0,0,0,0,0,17,66,10,68,14,13,3,3,4,4,17,0,5,1,0,0,1,0
53b0fb01a1d6cb301068fb494dacee203c805bd8,0,245,1,0.872906478,0,0,0,0,0,0,0,0,0,0,0,6,49,16,46,4,14,0,0,0,11,7,0,11,11,0,0,0,0
2de192bb4621601f75172378340be057b9673554,0,45,2,0.929942935,0,0,0,0,0,0,0,0,0,0,0,16,32,9,27,12,12,0,0,1,3,18,1,3,2,0,0,0,0
2bf85d9151771aa4ca5c1201cadbb255db85643f,0,18,1,0.0,0,0,0,0,0,0,0,0,0,0,0,2,48,12,48,2,2,1,1,1,0,2,0,0,0,0,0,0,0
679bda79c32e61e1ee6c4f83d48d4cd5cd6fcf0c,0,66,2,0.664865275,0,0,0,0,0,0,0,0,0,0,0,8,70,29,65,7,15,2,6,6,13,9,2,13,9,0,0,0,0
e4e9d7550c2eb29c5d8fed3af0b9112976d262de,1,54,1,0.76069881,0,0,0,0,0,0,0,0,0,0,0,15,84,41,90,13,11,2,3,3,10,16,10,25,12,0,0,0,0
225347561ad0086f7faa2a6a3381501df1c75d6c,0,5,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,6,1,0,2,2,2,0,1,0,3,0,0,0,0,0
a4fe58efec5c5f4da2ad59d7923ff3343c645d46,0,9,2,0.918295834,0,0,0,0,0,0,0,0,0,0,0,2,13,6,18,0,1,0,0,0,9,1,0,8,1,0,0,0,0
a7f0eb04236b15a026654346b47bc434886b9d97,1,8,1,0.83224889,0,0,0,0,0,0,0,0,0,0,0,5,14,6,14,1,0,0,0,0,0,3,1,0,0,0,0,0,0
3fae488716207694a7dc185c1ceb34be40ecb351,0,60,2,0.740022964,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0
3c461229f83fc03064c074939b91f38b012fc528,0,205,2,0.857748044,0,0,0,0,0,0,0,0,0,0,0,29,152,39,161,35,19,9,9,12,49,30,14,13,1,0,0,0,0
8a33e24311ee8844d2250b78d3c6caf15a3a4d75,0,21,3,0.722554707,3,23,9,2,6,6,6,6,1,5,5,2,15,5,17,1,1,2,5,6,10,0,1,8,2,2,0,0,0
e3b8bafbb9f3b70e7086ef69adf4f78dc2faa4d3,0,364,1,0.819394311,0,0,0,0,0,0,0,0,0,0,0,31,170,41,204,72,39,15,11,11,5,32,32,2,0,0,0,4,0
c951c8b51500aa74e76ab249c45092046b6fa462,0,45,1,0.550984443,2,10,3,2,10,10,10,10,5,8,8,3,60,23,69,10,10,1,2,6,16,8,4,30,16,0,0,0,0
c451de83b9e279745e47024a4d60677353a0052e,0,9,1,0.0,1,7,2,2,18,18,17,17,6,14,14,3,18,7,21,0,0,0,2,2,8,2,0,8,0,0,0,0,0
4d0e4622de32b9ea01d03e812d8f4bde0615ed81,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90c6641d47e9c1012b9fb3e53fe0da21ae3d42b7,0,240,1,0.680916205,0,0,0,0,0,0,0,0,0,0,0,13,45,10,46,10,6,1,3,1,7,8,7,7,5,0,0,1,0
7f058d7c50b65c5485a27403e460643ca09a460e,0,2,1,0.0,1,7,2,2,17,17,17,17,7,15,15,1,2,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0
02c5d589483abef3fb8ec65f983e5b43a9e41f71,0,20,1,0.991703308,0,0,0,0,0,0,0,0,0,0,0,6,28,12,31,12,9,0,2,2,6,5,2,10,2,0,0,0,0
608a6c3e719fffe9af6f8f7cc6d18824d0c28c36,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3ad42eea208a85619efe0096be8388526b5ffe3b,0,203,1,0.734900255,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,0,0,0,0,3,0,2,2,2,0,0,0,0
8cd7dcca1ccac0347289d633ebd10567d6cba4c7,0,98,1,0.47339082,0,0,0,0,0,0,0,0,0,0,0,12,166,68,180,26,39,3,1,1,47,12,7,86,42,0,0,0,0
ecbcc09ce5c337a84d8adf19f957529c4f76a075,0,19,1,0.468995594,1,7,2,2,28,29,27,28,21,24,24,2,43,12,46,9,6,0,0,0,3,4,2,4,1,0,0,0,0
be6d6294f9878f2f5ce37b5532d5afb9c6b03142,0,252,1,0.732601871,7,31,12,4,30,30,29,29,24,26,26,52,228,52,200,28,27,12,20,23,22,33,4,20,6,2,0,0,0
ccb5334c600de07f1c9aa2657dd29134fda29bc4,0,27,1,0.0,0,0,0,0,0,0,0,0,0,0,0,3,67,17,73,7,7,1,0,3,14,2,3,20,9,0,0,0,0
53f1aafc546b165cfdd74aa6620fe4c288a9359a,0,19,1,0.0,0,0,0,0,0,0,0,0,0,0,0,7,16,7,25,6,6,9,0,0,3,4,0,15,2,0,0,0,0
d503dd6de4f45f149dfa295fd3137f4944ed7f66,1,51,1,0.795405268,3,29,6,2,2,3,2,3,1,2,2,6,21,12,24,7,7,2,1,1,6,8,2,8,2,0,2,0,0
71b7298788045d4832dd8ec44cba3785955aa847,0,146,1,0.776878166,0,0,0,0,0,0,0,0,0,0,0,23,173,42,184,22,25,17,19,21,21,21,4,20,9,0,0,0,0
4c2f8b561390358cbd1c8dbfbc7e4d8370b2b84e,0,27,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,68,20,68,5,6,0,0,0,0,0,0,32,15,2,2,1,0
d503671714645115eef0345e9ed1dbb6ff2fb883,1,3,1,0.0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,4,1,0,0,0,0,0,2,1,1,0,0,0,0,0
992049badd5d7809d61732a5d30290c562a7bf60,1,18,1,0.964078765,0,0,0,0,0,0,0,0,0,0,0,10,34,14,36,6,7,1,0,0,5,9,0,6,2,0,0,0,0
42300518eab9982596a5eb774cf65a2d04e00395,1,241,1,0.575444527,5,30,12,1,35,35,34,34,0,26,26,1,10,0,9,4,0,0,0,0,3,0,4,0,0,0,0,0,0
0a56ae6fa27ee08a0cb237c7872dc872ae9cc766,0,14,1,0.0,1,7,3,3,16,16,16,16,1,2,2,5,12,6,14,2,2,1,1,2,5,2,0,13,1,0,0,0,0
7c4d93502697c03d244a57f47cc90a8db6408df1,0,557,1,0.53985361,1,11,2,3,83,83,82,82,35,52,52,4,26,1,21,0,0,0,0,0,0,2,0,0,0,0,0,0,0
17ae2d2662ca9af6eee0cf96fe48d3951593dc6b,0,6,1,0.811278124,1,7,5,6,36,36,36,36,14,23,23,0,14,1,16,3,2,0,0,1,3,0,2,2,3,1,1,0,0
a7c0632600cc874b72c7e60efb7e16d6c8a2e733,0,280,1,0.755777621,5,30,21,1,11,11,11,11,0,11,11,28,187,68,203,52,38,11,10,10,17,26,13,31,9,0,0,4,4
53db059772d8c89facd17970fc967ef2fa1866c5,1,79,1,0.605694284,3,14,6,2,79,97,78,96,47,39,54,35,94,48,97,32,24,6,1,4,17,32,5,29,3,1,1,0,0
7cca5a8ff7f559da60c03405f69f78a42c763b61,1,18,1,0.707974906,3,10,4,4,66,76,66,76,36,45,55,1,6,1,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0
39c855743423175beca6955ed30c15b9c40f9129,0,1404,3,0.752246215,3,15,7,3,127,145,126,144,54,47,62,86,411,129,403,71,88,7,8,12,23,100,8,37,12,2,2,1,1
ce2b509c0b50ce882d43737f56245b4145c37064,0,6,1,1.0,1,5,2,2,21,21,21,21,2,11,11,0,9,2,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0
258aa1356ca0e3e6de0b1cdd54b3736e592d3995,0,22,1,0.571361948,2,8,4,3,116,162,116,161,45,57,63,5,41,11,41,3,3,0,0,4,11,2,1,12,2,0,0,0,0
46cf865831fdb50a1da0044ca83cc4f0de8876e4,0,128,1,0.07901359,2,9,4,3,128,135,127,134,8,68,73,3,585,98,587,9,7,28,28,28,1,2,2,1,1,0,0,1,0
3c3fbaf552948d07c80a5f22aada5f046c3be67b,0,158,1,0.823371165,3,14,6,2,122,131,121,130,11,67,74,92,254,128,262,80,79,1,4,6,22,91,2,26,11,0,0,4,0
5e6fb33b22c868e8ce2638198c27f3e3a099318a,0,124,1,0.835539629,3,12,5,2,132,132,131,131,0,49,49,28,129,43,119,18,14,6,7,7,18,26,7,25,14,0,0,1,0
bfefe6317fde87f8ca7a4d28bed11d99f7029186,1,345,1,0.555831415,8,34,26,4,81,81,81,81,0,45,45,35,149,5,168,35,1,32,86,63,51,0,13,55,18,0,0,1,0
4cda8f70686da409eaec962abc9138607686eed7,0,8,1,0.0,3,21,9,2,52,150,52,149,74,39,92,5,28,9,25,6,6,0,1,2,2,1,0,1,1,1,2,0,0
bc7aeb4a0a1295f90f7ea8824a1c8bf5313fafb7,0,18,1,0.426228657,2,17,7,4,184,193,183,192,28,70,70,4,7,8,10,4,3,0,0,0,7,4,0,10,7,0,0,3,0
add97aa9f3a76e5c0e2316c4afaa43324e1aab6f,0,10,1,0.811278124,4,21,14,2,99,99,99,99,1,64,64,2,11,5,11,0,1,1,4,4,5,2,0,5,1,0,0,0,0
574166045c6d4b7d8f5e2afeaa6d13aabf03bdb0,0,40,1,0.933278004,3,11,6,1,31,198,31,197,109,31,129,12,117,35,127,11,8,0,0,0,13,12,8,14,6,0,0,0,0
4201b019312aeae237d3a1175f501cbc0c235e3c,0,24,1,0.981015512,5,15,6,1,35,205,35,204,116,35,136,7,79,23,81,7,8,0,0,0,5,7,0,6,1,0,0,0,0
d2db9790dd1c2f7a955236e01e37b579a2c87321,0,32,1,0.982357508,4,15,8,3,81,234,81,233,118,58,153,11,104,29,106,13,16,1,2,2,7,11,0,9,5,0,0,0,0
658d0bc153c15c931bee6418c2c51f48f1f46411,0,47,1,0.992266639,4,12,6,2,196,197,195,196,1,124,125,15,80,20,88,10,5,3,3,3,21,4,10,32,28,0,2,10,0
f394327f3869b8b820f1fdd345c7e6073dd82820,0,7,1,0.0,1,3,2,3,135,156,135,156,27,75,78,6,14,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0
d105e954a82030cac21a1e5461ae8f507af54758,0,169,1,0.547744149,1,4,2,2,99,148,99,148,74,39,81,35,207,77,210,46,42,6,6,11,33,28,7,42,9,2,4,0,0
e56cb998c578ff1b6b0ba47d3f693c871db6c7fa,0,17,1,0.778384059,1,3,2,2,122,143,122,143,15,76,79,6,13,8,13,6,6,1,1,1,2,8,0,2,0,0,0,0,0
1ab63ff5c97cfcbcebd993b57e209c0dd17c2ee8,0,178,1,0.880770102,4,19,9,2,231,259,230,258,77,72,93,36,145,53,139,28,22,0,0,0,20,35,15,32,13,1,0,0,0
a46e2a6e00ab96a70b6cc4c429200f304606cbed,0,5,1,0.0,2,7,3,2,246,251,245,250,1,0,1,3,9,3,10,3,3,0,0,2,1,2,0,1,0,0,0,0,0
8230533824fd170498e51b43dd2f20e6af410c53,1,3,1,0.903213977,1,6,4,7,301,304,300,303,66,206,209,1,14,1,19,5,1,0,0,0,1,1,5,1,1,0,0,0,0
98b1ef337ee63f239829b44aec4d05cea99f98ad,0,74,1,0.991460601,2,10,6,3,239,239,239,239,21,92,92,11,98,28,92,13,9,4,4,7,7,11,2,9,4,1,1,1,0
c827316cd3be96c5bf70b4fbba78e46f038b8a7d,0,246,1,0.393348223,7,29,18,3,254,254,254,254,88,93,93,19,27,19,29,7,10,0,0,0,10,14,2,11,5,0,0,0,0
6b6633521c57422dfcdd1c0fbd8004c01bbe99cc,1,38,1,0.949802313,3,8,4,2,120,141,120,141,0,101,101,12,70,10,68,10,10,0,0,1,1,10,0,1,0,0,0,0,0
0d71f29583c68c2488d5917f3fdaa7b7011186a1,1,273,1,0.742217561,8,25,12,2,140,162,139,161,33,135,156,27,237,86,293,53,47,18,4,5,52,27,27,110,57,0,0,50,6
274fd4945546b60be94acb5c7836b362623bd244,0,26,1,0.0,2,6,4,2,122,127,122,127,10,114,119,13,8,0,8,13,13,0,0,0,0,13,0,0,0,0,0,0,0
e893b248a2f541eb8409c552b17b43c67430d117,0,103,1,0.422377267,6,32,26,1,109,111,109,111,3,88,90,20,187,59,190,26,25,2,2,3,13,20,10,12,9,1,1,0,0
47c4c49baaa08c83c29f695ed85e626b381b0a7e,0,34,1,0.749595257,1,3,2,2,169,364,169,363,180,116,259,9,72,28,76,11,13,0,1,1,14,10,1,13,6,0,0,0,0
500da76ab281adc227eb0431ba8e286ca9d2d590,0,60,1,0.63773827,2,5,3,2,154,367,154,366,186,138,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01e6f7575a3c75bd73e297f3d9d003292e0a0e1e,0,287,1,0.672218216,8,44,19,2,356,410,355,409,94,254,308,1,3,3,4,1,1,0,0,0,4,0,1,5,1,0,0,0,0
3141ca776267d11a71c0144a0d92651ac8d8ba9e,1,485,1,0.565644367,11,53,23,3,272,272,272,272,0,158,158,11,66,23,67,12,14,2,5,5,7,14,1,6,3,1,1,0,0
0db2cfadf5da692aa6f02abd20018f4aa3d49d2a,0,20,1,0.721928095,4,20,7,1,128,128,128,128,102,102,102,4,42,11,46,1,2,0,0,2,16,1,0,12,4,1,1,0,0
be96c433902da7782df1f1e471fc1c0e48bc609d,0,831,1,0.846845486,8,52,25,1,108,119,108,119,8,108,113,7,34,7,32,2,2,1,1,1,0,6,0,0,0,0,0,0,0
6fd005465e70f3ac1c1581b10b4e01d041f50f23,0,108,1,0.785615032,3,9,5,2,283,283,283,283,2,119,119,19,124,47,133,32,30,2,2,7,18,20,6,29,11,0,0,0,0
f84a08528a5a604dbbff7e4ae0bdcd0e4e3fc19d,1,468,1,0.535366882,7,16,6,2,419,420,418,419,4,327,328,4,30,7,32,6,5,4,5,6,5,3,2,10,5,0,0,0,0
3956c546fb725a13784f6e1441a74be1680abd9d,0,89,1,0.901298154,3,10,5,2,408,408,407,407,4,129,129,17,97,33,101,10,10,2,2,7,14,17,6,19,11,0,0,0,0
65f3ebe8f4661d45f2c65d0c9e1722b3cddbc63d,1,13,1,0.978033486,2,8,3,2,431,432,430,431,11,337,338,5,31,7,31,5,5,3,4,4,2,4,0,1,0,0,0,0,0
2cf8b77c6933a5294c6f75591544651bee36c9a0,0,38,1,0.659375881,2,7,3,2,368,369,367,368,1,275,276,13,79,29,82,15,12,5,7,7,13,11,0,23,0,0,0,0,0
9cb5f547dc6f3242edf393928dbc14b7cbfbbdd4,0,211,1,0.87370137,4,14,4,2,224,503,224,502,261,202,394,30,340,210,341,26,43,1,1,5,69,28,7,100,25,0,0,1,1
af47d85f020c3455eb8f4efd824b8da14289dd9b,0,60,1,0.845146714,3,16,9,3,289,292,289,292,4,284,287,3,55,19,88,14,16,0,11,11,10,3,0,23,9,0,0,2,2
25e22bb7505c17b770cae4579658d7dfb6f49ae7,0,1801,2,0.704238278,13,35,13,3,50,54,49,53,4,33,35,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1
7b5e9079415bcdb7c3514822e1d5cb7c67c267ce,0,14,1,0.371232327,3,15,5,2,497,497,496,496,0,397,397,2,31,9,34,3,4,3,3,3,3,1,2,3,3,0,0,0,0
abe9adf4708aa7d04ea6ff158f06dac94259ba02,0,30,1,0.79732651,5,20,8,2,314,318,314,318,0,229,229,0,0,0,14,2,2,0,1,1,14,0,0,28,30,4,4,2,0
271acd8a0434a1e23d29df26cb1a211d1c28d8cf,1,15,1,0.886540893,2,9,3,1,399,399,398,398,300,300,300,6,27,10,26,5,5,0,1,1,2,7,0,3,0,0,0,0,0
81ce7b44be653599ab8917712f44f94f052ebb94,1,26,1,0.798929775,3,14,4,2,346,612,346,611,83,139,151,10,40,20,43,7,5,0,0,0,9,9,0,10,2,0,0,0,0
59c0a723cc6d9e0c298d581952bde6853c2288c7,1,129,1,0.644694044,1,5,2,2,416,420,416,420,3,346,347,7,114,56,131,39,33,12,8,8,9,5,12,93,63,0,0,13,13
7da145a67dd9723a4326a9f62998d6cfd967a07e,1,162,1,0.479940316,7,20,8,2,392,410,392,410,31,317,335,11,36,25,36,7,5,0,2,2,4,8,2,4,1,0,0,0,0
2b538441a8aafde5dcc48939a091f22d1303f3bf,0,26,1,0.851419472,5,15,7,2,320,429,320,429,161,301,400,0,53,24,68,8,18,0,1,1,28,0,10,25,22,4,4,3,1
