commit_hash,contains_bug,ns,nd,nf,entropy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,glm_probability,rf_probability,add_num_cycles,add_num_nodes,add_num_edges,add_avg_in_degree,add_avg_out_degree,add_max_degree,add_min_degree,add_sum_degree,add_avg_degree,add_median_degree,add_num_selfloops,del_num_cycles,del_num_nodes,del_num_edges,del_avg_in_degree,del_avg_out_degree,del_max_degree
c6a4e0fa97da88f586fa91baeae472f7f45dffae,False,1,2,3,1.567705612,23,26,206.3333333,10,265.8990741,3,627,13.21903389,223.0,0.565387826,0.382,11,22,39,1.7727,1.7727,11,1,78,3,3,1,11,23,41,1.7826,1.7826,11
f5ef61ec13f756c07ebd96a43347ca9cd1bee9eb,False,1,1,1,0.0,10,2,740.0,8,1.868900463,1,626,12.22123835,222.0,0.503966295,0.184,4,21,30,1.4286,1.4286,7,1,60,2,2,1,5,16,23,1.4375,1.4375,10
91a423b0501d69c685a6b51aadaa55cc514299cb,False,1,1,1,0.0,5,2,737.0,8,5.138020833,1,625,11.74236078,221.0,0.503752952,0.21,2,10,13,1.3,1.3,6,1,26,2,2,1,3,14,21,1.5,1.5,7
0235f355ff54efabbffd2586d9fd4112da14a29e,False,1,1,1,0.0,134,181,286.0,4,847.0821875,1,624,12.77997501,220.0,0.431712789,0.514,11,29,57,1.9655,1.9655,13,1,114,3,3,1,18,22,37,1.6818,1.6818,12
8761b26a5065c9ab6ec6149ef4bca6992a278784,False,1,1,1,0.0,5,0,22.0,1,846.8884606,1,623,14.28130343,17.0,0.42751031,0.086,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
895775efa5ad91732a370bcf3a653cfc851b4359,False,1,1,1,0.0,5,5,133.0,6,302.5812847,1,622,13.28146536,219.0,0.525890466,0.28,0,0,0,0.0,0.0,0,0,0,0,0,0,1,7,6,0.8571,0.8571,3
f04ab98f9710dd6094834d3c4be32b553ef42b5a,False,1,1,1,0.0,1,1,603.0,6,4.992523148,1,15,0.173559613,14.0,0.45138179,0.04,1,7,9,1.2857,1.2857,5,1,18,2,2,1,1,7,9,1.2857,1.2857,5
aeeec7b07f45d48f88215d1aa2080e9dd30c88b3,True,1,1,1,0.0,3,2,736.0,8,1.971180556,1,621,12.29000801,218.0,0.503838453,0.122,5,16,23,1.4375,1.4375,10,1,46,2,2,1,2,7,9,1.2857,1.2857,5
5b0036446ef26cc3435c99048c59a8d87114ef4c,False,1,2,2,1.0,6,0,587.0,12,152.4303299,2,620,11.31568869,217.0,0.550694771,0.22,1,12,15,1.25,1.25,6,1,30,2,2,1,0,0,0,0.0,0.0,0
6bcae2e5ea9ffb00d766c0d1de989a2ae185172d,False,1,1,1,0.0,3,2,382.0,9,225.3140856,1,619,10.31707188,216.0,0.535556287,0.136,2,11,16,1.4545,1.4545,7,1,32,2,2,1,2,10,15,1.5,1.5,7
50ead4f6582e37c7b3986551f5dfbb5bf22cd3c4,False,1,1,1,0.0,3,2,324.0,4,101.5103935,1,618,9.317071881,215.0,0.500710981,0.114,5,12,19,1.5833,1.5833,10,1,38,3,2,1,5,11,18,1.6364,1.6364,9
490769e75fe58c034e6f0dada5f82e3f0b37b857,False,1,1,1,0.0,7,5,200.0,5,266.9949884,1,617,8.321029832,214.0,0.509880428,0.252,3,20,28,1.4,1.4,8,1,56,2,2,1,3,19,27,1.4211,1.4211,8
629ce38a5daebeefb43ea69202bdd16b4eb7245a,False,2,2,2,0.543564443,8,8,461.0,6,99.45298611,1,616,7.363097773,217.5,0.505797855,0.142,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
dc6c8ea4222284f970f4e04dbab11162cc991cda,False,1,1,1,0.0,3,0,187.0,3,2686.512257,1,615,6.363097773,213.0,0.255471644,0.164,2,11,13,1.1818,1.1818,6,1,26,2,2,1,0,0,0,0.0,0.0,0
73a3c3a704e56aed4fe60c31c706a4e0b1bd407e,False,1,1,1,0.0,1,1,600.0,6,45.07445602,1,614,5.363886812,212.0,0.493678062,0.086,2,10,15,1.5,1.5,7,1,30,3,2,1,2,10,15,1.5,1.5,7
b3941e251ba1d5030195f06a73594848e892f76c,False,1,1,1,0.0,2,2,116.0,4,242.8617477,1,613,4.363886812,211.0,0.511484982,0.17,2,13,17,1.3077,1.3077,7,1,34,2,2,1,0,10,10,1.0,1.0,5
2b48aec2c43c105fe128e3998792f56204a9d32a,False,1,1,1,0.0,4,4,60.0,2,1568.9214,1,612,3.364082286,210.0,0.359690977,0.19,1,8,10,1.25,1.25,6,1,20,2,2,1,1,8,10,1.25,1.25,6
d2027d0e0f210d35feda20902315e89dedf311ad,False,1,3,4,1.618325008,171,13,176.5,15,722.9667506,4,0,0.0,0.0,0.532723967,0.668,9,33,59,1.7879,1.7879,13,1,118,3,3,1,2,18,23,1.2778,1.2778,8
0d089156288f91cd87eec1550ad4183b226915b0,False,1,5,6,2.08655688,35,59,453.0,15,211.4473476,4,611,3.709632547,209.0,0.593783026,0.322,57,25,50,2.0,2.0,12,1,100,4,3,1,37,30,54,1.8,1.8,13
1499c92178d4c7fffb8168c9f7b1bedc370c1378,False,1,1,1,0.0,1,1,102.0,4,111.3518171,1,0,0.0,0.0,0.4797659,0.04,1,3,4,1.3333,1.3333,4,2,8,2,2,1,1,3,4,1.3333,1.3333,4
32331c070819a9f686a2c0a3b25c8c112b336ed3,False,1,1,1,0.0,6,4,598.0,6,120.6822106,1,610,3.288447199,208.0,0.485774481,0.19,2,8,11,1.375,1.375,6,1,22,2,2,1,2,7,10,1.4286,1.4286,5
ad061f05e25f37df901936418f5e37ea1b708556,False,1,10,12,1.351644115,5,4,79.16666667,7,62.05698302,3,14,0.106357886,13.0,0.609804865,0.156,2,12,17,1.4167,1.4167,8,1,34,2,2,1,0,10,9,0.9,0.9,7
adbf17d7a7363f38cf5283f3766cd8bf15293748,False,4,7,8,2.141171134,38,35,374.625,15,174.558384,5,609,3.53047387,164.0,0.391332564,0.13,7,25,40,1.6,1.6,10,1,80,3,2,1,6,20,30,1.5,1.5,9
d4c3d73592e86aff480afef62ebc20ae70165e38,True,1,2,2,0.66847257,95,8,420.0,7,592.4418403,2,3,1.0,2.0,0.414468233,0.348,33,32,60,1.875,1.875,13,1,120,3,3,1,2,17,24,1.4118,1.4118,8
99e9b34f5afc21fdaeead283d5ed0bc1314cbec1,True,1,1,1,0.0,1,0,101.0,4,4.123888889,1,3,2.090909091,2.0,0.486491608,0.03,1,3,4,1.3333,1.3333,4,2,8,2,2,1,0,0,0,0.0,0.0,0
cad70351efe2cd732862c8b0bcd89f9dd23c4faa,False,1,3,3,1.459147917,3,3,80.0,3,620.3048187,2,2,0.666666667,1.0,0.408022743,0.092,1,8,9,1.125,1.125,6,1,18,2,2,0,1,8,9,1.125,1.125,6
f05963d63d74f9db4ea5451105a1692e7496d1d0,False,6,7,7,2.137961554,26,29,187.1428571,9,149.4119891,5,608,3.913944212,132.6666667,0.444443247,0.176,1,7,7,1.0,1.0,4,1,14,2,2,0,0,0,0,0.0,0.0,0
ef498941bfb73ed823e064cb0916abed879d4020,True,1,23,28,3.447250345,175,24,175.25,20,507.0235165,9,2,1.090909091,1.0,0.714669913,0.446,149,31,64,2.0645,2.0645,16,1,128,4,3,2,16,26,42,1.6154,1.6154,14
3bf945e4cf58ac8c47931161e670fec16880aeed,False,1,5,7,2.266427077,106,1,165.7142857,16,407.3237996,4,1,0.090909091,0.0,0.452201819,0.622,12,30,53,1.7667,1.7667,12,1,106,3,3,1,5,10,17,1.7,1.7,9
5fb2cf8e96af250fa6bfc472ef7e1669fa41a2f3,False,1,3,3,1.263809174,6,8,212.0,6,714.9331752,2,1,1.0,0.0,0.191806209,0.238,1,9,10,1.1111,1.1111,7,1,20,2,2,0,1,14,16,1.1429,1.1429,8
a7c35168268929b88c3dbcd0eeeb0708592acb6c,False,1,4,22,2.697207212,88,29,55.36363636,12,8.318052399,1,0,0.0,0.0,0.432755529,0.472,5,15,22,1.4667,1.4667,9,1,44,2,2,1,4,15,21,1.4,1.4,9
547e58a28663193a23bf3336b3a9881f6fe53be8,False,1,2,2,0.918295834,31,2,157.5,5,88.73039931,2,607,4.347768829,205.0,0.532855641,0.228,7,23,37,1.6087,1.6087,12,1,74,3,2,1,3,14,20,1.4286,1.4286,9
44267115986e7fdcb2a9629fd7986f65ab9a2670,False,1,1,1,0.0,1,1,382.0,8,616.8305787,1,0,0.0,0.0,0.370333908,0.01,0,9,8,0.8889,0.8889,4,1,16,1,1,0,0,9,8,0.8889,0.8889,4
395dc6b83f4793a73d2fe69c42a7c9ee6b1273ee,False,1,2,3,1.262374178,44,7,393.6666667,12,907.5827508,2,606,5.803853803,204.0,0.141872475,0.124,4,15,23,1.5333,1.5333,9,1,46,3,2,1,4,15,20,1.3333,1.3333,9
3374aed3fd913f31cda1a7fa4b93c56f4efd76c1,False,2,3,6,2.087462841,23,11,267.1666667,9,99.73572145,2,605,4.803853803,214.5,0.477095586,0.298,5,21,33,1.5714,1.5714,11,1,66,3,2,1,5,17,25,1.4706,1.4706,10
6dd0776b961f8471c8cd9df7b49d6652c4629175,True,1,1,1,0.0,5,1,112.0,4,710.7819907,1,604,4.901316171,203.0,0.0,0.0,2,11,16,1.4545,1.4545,7,1,32,2,2,1,0,8,9,1.125,1.125,4
fd364d9338efcb97536edf9c5162f2db88281666,False,4,8,14,3.251089288,292,21,152.3571429,9,323.5584069,8,603,6.07612088,179.25,0.0,0.0,17,28,48,1.7143,1.7143,12,1,96,3,2,1,7,23,35,1.5217,1.5217,11
e7ed6aee2ffeaae1fb3b608352a62e7d5588cb13,True,4,20,24,4.031997216,62,231,321.1666667,29,761.3055271,18,602,5.134098031,196.75,0.0,0.0,29,29,53,1.8276,1.8276,13,1,106,3,2,1,37,31,59,1.9032,1.9032,14
820d0910734a3fd36e2f93c5d0915f5dfa807213,False,1,1,1,0.0,1,1,143.0,4,2126.067975,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
5e689afc47f09e8594bafda9a23e4501056428a3,False,1,1,1,0.0,68,0,0.0,0,0.0,0,601,5.666524905,4.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
20405981dcc2f44e80bf90c6b25e8aaf6066e93f,False,1,4,4,1.580018266,56,7,290.75,10,891.4276042,3,2,1.5,1.0,0.0,0.0,9,27,46,1.7037,1.7037,10,1,92,3,3,1,1,17,21,1.2353,1.2353,8
515688992bec0973288f3deb9b4538dd780c8760,False,1,13,16,3.422927681,244,129,381.75,24,808.9919293,12,1,0.5,0.0,0.0,0.0,83,36,76,2.1111,2.1111,18,1,152,4,3,1,28,29,55,1.8966,1.8966,13
28d339e67d87b4c47cd91437cea8791792262b23,False,3,3,3,1.521928095,5,5,63.33333333,4,38.04028935,1,600,5.77531734,76.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
6e349275f7283b2a9d6b0e28178b86e26cb15a9f,True,1,4,4,1.466803119,149,28,281.5,8,694.553125,3,0,0.0,0.0,0.0,0.0,8,35,66,1.8857,1.8857,15,1,132,3,3,1,4,24,39,1.625,1.625,9
b1c85db64e0ef13e7d8a4c9de32bd94c76eea5d8,False,1,1,1,0.0,1,1,842.0,5,12.20891204,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
d3922dff996496325286d0847d9f0f1b19dd0e17,False,1,1,1,0.0,1,1,0.0,1,0.000613426,1,599,16.18030109,8.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
e82fbab5daff023cf23e27465d39b3029df18b50,False,1,1,1,0.0,1,0,0.0,0,0.0,0,598,15.18030109,7.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
c7cb59044a16fbf80dcc09f95292c51db6f0fd3e,False,4,4,4,1.769113428,37,2,249.25,6,374.911658,3,597,14.25550395,124.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
09b0bdd3f555c1d3981dcf7d4b5f305ca22bdb8a,False,1,70,519,7.812451784,3166,2973,238.1348748,1,497.0314137,1,596,13.25656084,6.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
32158ee504b1f20c4120d1e8a27bf87baebf6dbf,False,5,5,5,2.299896391,11,11,237.6,7,8.1e-05,1,595,12.25656084,158.2,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
272d9561b547c82670918790c34b490da1aec3b0,False,5,5,5,2.299896391,11,11,237.6,7,0.00244213,1,594,11.25656084,157.2,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
cff1a2129128b9e215a3b9860445eb507bd590da,False,5,5,5,2.299896391,11,11,237.6,7,0.000810185,1,593,10.25656084,156.2,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
c30aa535e7e2b93246e7e446077421ece2171a8d,False,5,5,5,2.299896391,11,11,237.6,7,0.335444444,2,592,9.256560835,155.2,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
41cbab0bac7a00a2604ab00f711dd798984a580e,False,1,1,1,0.0,1,9,852.0,5,0.005185185,1,591,8.257290756,266.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
06e3cd49671eb6214b2d989a30404b98187d3f64,False,5,5,5,2.321928095,10,10,239.2,7,0.00318287,1,590,7.257329852,154.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
09f1a7eea272328e04ed7985e73ad19d6bcb9b85,False,5,5,5,2.299896391,11,11,239.2,7,8.1e-05,1,589,6.257329852,153.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
3eafc5d44767a0b1175a7249bef16192c7d71f66,False,5,5,5,2.299896391,11,11,239.2,7,72.13934722,3,588,5.257329852,152.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
3d8068009f01b5e246898fccbf03a15e8f93e72c,False,2,2,3,1.377963039,13,6,442.3333333,8,189.5057407,2,587,4.257391367,203.5,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
6fe3a775a0759bdb8d0a4c5138594e46098c263a,False,1,1,1,0.0,2,2,285.0,5,277.7315856,1,0,0.0,0.0,0.0,0.0,1,13,18,1.3846,1.3846,5,1,36,2,2,0,1,13,17,1.3077,1.3077,5
40c2e2e9afa66148d0d70e978715f04106ead600,False,4,12,25,4.173930473,87,111,173.16,15,853.7179565,15,586,4.659894335,132.75,0.0,0.0,20,23,47,2.0435,2.0435,16,1,94,4,3,2,70,30,66,2.2,2.2,15
da049f21d9d6f7e4b0a0e94f3b8214847119bfe9,False,5,9,10,2.408299229,60,68,277.7,16,407.3284688,9,585,4.430567027,165.6,0.0,0.0,12,28,50,1.7857,1.7857,13,1,100,3,2,2,24,27,50,1.8519,1.8519,15
85e37821a5b79114ac1ea41499f3447ca048e5a0,False,1,1,1,0.0,0,1,375.0,5,0.006111111,1,584,6.871053043,156.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,3,3,1.0,1.0,4
07fdff4df7647e558c5e4c421b0b5bc05617df2d,False,1,3,6,2.238495965,4,24,214.1666667,7,649.3528974,5,583,5.871132057,155.0,0.0,0.0,2,12,17,1.4167,1.4167,7,1,34,2,2,1,3,19,26,1.3684,1.3684,8
9c181f2de542240d08830aa6dcf6366bd25073de,False,2,2,2,1.0,4,4,94.0,19,55.37050926,2,582,5.218472071,201.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
a826fbd3affff8cea8143743c6c8897a0e08a664,False,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1903b13064dcb1d5c6b2dc29dd5508bc54c72144,False,1,1,1,0.0,7,7,56.0,3,0.00787037,1,581,9.061982259,259.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
549e0d17c904c2ee899ab82e5c3340497ab80641,False,1,1,1,0.0,2,0,846.0,5,13.6865162,1,580,8.061982259,258.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1b77f8a800cea443b67a65e3de38925b7522588a,False,1,1,1,0.0,5,0,51.0,3,0.006134259,1,579,7.061982259,257.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
b3c9107cfa44b909a0f5ff1c3feb7a0191eaa824,False,1,1,1,0.0,1,1,51.0,3,0.009456019,1,578,6.061982259,256.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
0797e6ad7114960e69cefc8292b231dce2e1761f,False,1,1,1,0.0,3,1,49.0,3,67.83171296,1,577,5.062013659,255.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
64ff80128d4142793b6be79cb4929d666fe49c80,False,1,1,1,0.0,1,7,852.0,5,24.14079861,1,576,6.321534489,254.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
9aa4db5c1f612a1460de3af9891b7d236ba2d3ac,False,3,4,4,1.433441508,45,40,277.75,8,1218.83296,4,575,5.323447781,124.3333333,0.0,0.0,29,22,42,1.9091,1.9091,11,1,84,3,3,1,29,22,42,1.9091,1.9091,11
c89470b2b03cd953b71e5417a27b7ae16ea54e5b,False,1,1,1,0.0,4,2,631.0,4,638.8549653,1,574,4.67123959,190.0,0.0,0.0,2,13,17,1.3077,1.3077,7,1,34,2,2,1,2,7,9,1.2857,1.2857,5
9068f64eb533b869baaf8c9a61c9378f91a509d3,False,1,1,1,0.0,1,0,100.0,16,119.5935069,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
3c96923276dd5785d58eb970b6ba3f80d36a9505,False,4,4,4,1.17543128,10,15,266.25,7,195.5027575,4,573,6.533896803,149.5,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
f8df5f0ca2b45b95594d5646acbd661f501e17d0,False,1,1,1,0.0,37,6,684.0,6,153.9047917,1,572,5.533896803,188.0,0.0,0.0,4,18,27,1.5,1.5,8,1,54,3,2,1,4,13,19,1.4615,1.4615,8
05abe0f7aa381c12817b8923e502cb3c7710c413,False,1,2,4,1.490468571,12,8,74.5,3,1015.990281,3,571,4.533896803,140.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
78ccf2323fc3ed7c01d18487e3206cc01bd4c906,False,1,2,8,1.75482173,136,80,110.0,6,489.0437023,3,570,3.533896803,139.0,0.0,0.0,50,33,69,2.0909,2.0909,16,1,138,4,3,1,141,32,69,2.1562,2.1562,14
639f51d3406855e77591a1ca1327cf3c42d71e44,False,2,2,2,0.200622324,32,0,428.0,4,48.39239005,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
54d0a37832b51e15b257f7363bc1bf9725b07445,False,1,1,1,0.0,6,3,46.0,3,330.7589583,1,569,3.559968523,252.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
24a5f9c65457e21ec5bf4331dd7eb07e49eb51d8,False,1,1,1,0.0,11,12,272.0,5,392.4920949,1,568,4.486645404,153.0,0.0,0.0,2,19,27,1.4211,1.4211,8,1,54,2,2,1,2,11,16,1.4545,1.4545,7
c1fc401d9a4d324344e3f151bfbf8d968820959b,False,2,2,2,0.650022422,6,6,468.5,4,50.90741898,1,567,5.598142218,194.5,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
d28bc77631892f9eef966691927c29c2facc3fdf,False,1,1,1,0.0,9,9,100.0,16,326.5804514,1,566,4.602961589,250.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2e2b5ba757b6cbc2fdeaaa0ed6dcdd794abb5b2e,False,1,1,1,0.0,19,4,62.0,4,819.744838,1,565,3.645555578,187.0,0.0,0.0,9,21,33,1.5714,1.5714,13,1,66,3,2,1,5,17,25,1.4706,1.4706,13
459c0197a7ce16ba9d2ce8d7acac2169a87fe066,False,4,17,23,4.093171524,139,144,220.6521739,16,888.7107951,17,564,3.855511651,163.0,0.0,0.0,14,31,58,1.871,1.871,13,1,116,3,3,2,13,28,53,1.8929,1.8929,12
cfe86846696ad13fa12fc6d426a86a8e63b1647a,False,1,1,1,0.0,18,0,33.0,2,28.4487037,1,563,4.000470918,3.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
7b56092996b262a3c2f12d08d7fdd6bd88325efe,False,1,1,1,0.0,2,2,33.0,1,303.6149653,1,2,0.024336928,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
a65631d0b643e778b8b1c1975e4f18f35e401fa4,False,2,2,2,0.845350937,11,11,468.0,4,72.80304398,1,562,7.82575669,192.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
4e110ecdbb1fcf689e2058e3aea1e8a8cbe2e822,False,2,11,15,3.607895017,26,40,336.4,25,402.4898094,10,561,6.82575669,168.5,0.0,0.0,9,23,40,1.7391,1.7391,12,1,80,3,3,1,18,28,51,1.8214,1.8214,16
1cc5cbe961de3606287a53765e6cde3dea24660e,True,1,1,1,0.0,31,33,597.0,5,371.2298611,1,560,5.82575669,184.0,0.0,0.0,2,13,18,1.3846,1.3846,8,1,36,2,2,1,3,19,29,1.5263,1.5263,10
4d94ac22eb8cc7b0b5ec8176aab6b40db27e8db5,False,1,1,1,0.0,2,1,89.0,4,1825.341204,1,559,4.82575669,183.0,0.0,0.0,1,7,7,1.0,1.0,4,1,14,2,2,0,0,0,0,0.0,0.0,0
48aba96999a4d3815ee001f2402e9dfe415b1b99,False,1,2,8,1.873190876,145,145,35.375,1,1058.03316,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
4199e41fb8bb7fa39d3827f7c892f3611d2fb654,False,1,2,2,1.0,2,2,195.5,8,1029.763738,2,0,0.0,0.0,0.0,0.0,2,7,9,1.2857,1.2857,5,1,18,2,2,1,2,7,9,1.2857,1.2857,5
ae6d7e55af0b62cd18b6ac775ce3b66caf889892,False,1,2,2,0.99107606,5,4,253.0,5,1033.157743,2,13,0.781289476,12.0,0.0,0.0,5,13,20,1.5385,1.5385,9,1,40,3,2,1,5,13,20,1.5385,1.5385,9
6075d5b2f69f285657ff65b0abcc7c7885a44eed,False,1,2,2,0.918295834,21,3,365.0,10,460.3106655,2,0,0.0,0.0,0.0,0.0,5,21,31,1.4762,1.4762,11,1,62,3,2,1,2,11,16,1.4545,1.4545,7
723b65fe3dc65b88d26efa4c65e4217234a06ef0,False,1,1,9,3.152432813,42,104,149.0,17,189.6407124,8,558,9.181952709,182.0,0.0,0.0,7,22,37,1.6818,1.6818,11,1,74,3,2,1,7,22,37,1.6818,1.6818,11
2d77cec7c835e3f07a1a258d297cc7a8b917d42d,False,1,1,1,0.0,20,0,130.0,4,1792.71765,1,12,0.510283994,11.0,0.0,0.0,6,23,37,1.6087,1.6087,12,1,74,3,2,1,0,0,0,0.0,0.0,0
4b573da62a175a16c59ef52df55edf08a413f4bf,False,1,1,1,0.0,2,1,72.0,4,4.014606481,1,557,13.2720749,151.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
e28ead10302fb0c0ec40797015d428165bd5eda4,False,1,1,1,0.0,1,1,46.0,3,2.949189815,1,556,13.31858442,247.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
d806131020e4582decdbc51c617450a892d1f07a,False,3,3,3,1.521928095,5,5,50.66666667,4,0.533680556,1,555,12.32920907,70.66666667,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
