commit_hash,contains_bug,ns,nd,nf,entropy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,glm_probability,rf_probability,add_num_cycles,add_num_nodes,add_num_edges,add_avg_in_degree,add_avg_out_degree,add_max_degree,add_min_degree,add_sum_degree,add_avg_degree,add_median_degree,add_num_selfloops,del_num_cycles,del_num_nodes,del_num_edges,del_avg_in_degree,del_avg_out_degree,del_max_degree
a2c08f49de134d48e6c9e1cdef49b146982eddb6,False,1,1,1,0.0,17,19,86.0,8,87.97959491,1,1119,12.19714086,179.0,0.155584125,0.02,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
bf932038b1069fe06e23f031537564f6f8cf2a66,False,1,1,1,0.0,1,1,220.0,10,18.60800926,1,1118,11.19883458,164.0,0.154097301,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
4fd60973b922cd7999f1f114e9da1298b1f4715a,False,1,1,1,0.0,1,1,730.0,16,14.95090278,1,1117,11.20657936,288.0,0.162666911,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
426b4c21927749fd718ae626fbe37943123fb05e,False,1,1,2,0.994030211,11,0,172.0,6,1840.231076,2,1116,11.03799978,112.0,0.298257384,0.042,2,21,29,1.381,1.381,9,1,58,2,2,1,0,0,0,0.0,0.0,0
50ad054227ea643e889a85465f191b538749832f,False,1,1,1,0.0,1,1,220.0,10,2.367384259,1,1115,12.80333637,163.0,0.141089062,0.002,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
318ffc15f654eefe95e39de051eff31f8870d686,False,1,1,1,0.0,1,1,730.0,16,0.644814815,1,1114,11.91751892,287.0,0.158858857,0.004,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
e078c9f50dcf417278651ff1bd31224ea232d028,False,1,1,1,0.0,1,1,220.0,10,66.98193287,1,1113,10.93709302,162.0,0.145211186,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
037828e146ee90545a8ae2bd1f965de43b895fed,False,1,1,1,0.0,1,1,730.0,16,2.314502315,1,1112,9.944267602,286.0,0.156927425,0.002,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
89fa376a217096418ccdadc475dd4480862f9bea,False,1,1,1,0.0,1,1,730.0,16,7.091041667,1,1111,8.963015292,285.0,0.164215419,0.016,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
e4e3e657993839660fc53c74b76229e920342b6d,False,1,1,1,0.0,1,1,730.0,15,29.81583333,1,0,0.0,0.0,0.222468646,0.254,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1203840d31864ecb63de769822c73cc0bb4de183,False,1,1,1,0.0,1,1,730.0,15,5.990486111,1,1110,12.78312149,284.0,0.157940766,0.008,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2d15230a872038b07a91b8f2d7faf56925d049ab,False,1,1,1,0.0,1,1,730.0,15,0.017071759,1,1109,12.20739422,283.0,0.181335028,0.05,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
053b1e13017dcc053d567ebd77bb4853b679ca29,False,1,1,1,0.0,1,1,730.0,15,21.12730324,1,1108,11.20801538,282.0,0.176923183,0.014,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
5e5b177e26fb1d95c70b8f420c2f8b0a9df137b7,False,1,1,1,0.0,0,1,147.0,9,5.079282407,1,1107,16.86350465,109.0,0.142026946,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
99e3ee49e242615cac80cbf42d30907dbe0019c3,False,24,24,24,4.373557262,27,33,217.875,28,0.000115741,1,1106,17.40037978,153.0,0.007100677,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
0252123d7764892ef1e4441d7c7f4e2886c8ccf0,False,24,24,24,4.373557262,33,27,217.625,28,62.72353877,5,1105,16.40037978,152.0,0.012084836,0.004,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
dcbe023ae81bbb793c7696a472a17385448b1ae1,False,1,1,1,0.0,5,0,81.0,8,2.984641204,1,1104,15.40108739,176.0,0.16338885,0.018,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
9022e17d9d73dbff333aba26e9d2b61beccd2f62,False,4,6,6,1.594393119,28,6,379.1666667,18,1209.344035,3,1103,14.40115403,178.25,0.064384447,0.292,2,22,34,1.5455,1.5455,9,1,68,3,2,1,2,10,15,1.5,1.5,7
941839ad329396c247574e66b64a8ce265927ae7,False,4,4,4,2.0,4,4,388.0,18,12.66368056,1,1102,13.40214727,177.25,0.196196921,0.14,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
297f3b0b7cb097e4117e428ade497e8fcd3c9d81,False,1,1,1,0.0,1,1,220.0,10,2.273229167,1,1101,12.40900658,159.0,0.152086746,0.002,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
3b6e0ae8fd3717f108c755f95b8e54ababeb672e,False,1,1,1,0.0,18,20,83.0,8,86.96322917,1,1100,12.21248177,175.0,0.141665991,0.024,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
00b6fb3e84798354187714f06cb60ec45f664c51,False,1,1,1,0.0,1,1,220.0,10,25.80484954,1,1099,11.21280518,158.0,0.140901211,0.002,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
5f418df9e6303a99902ef3eb48528e795f9b5eaf,False,1,1,1,0.0,1,1,730.0,15,31.23262731,1,1098,11.58522574,279.0,0.17641423,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
c80b27f55a717350ce0bb77ccb56c2d18e64d3b3,False,5,5,5,0.793564443,32,0,602.0,19,368.3272037,2,1097,10.62504296,198.6,0.084085902,0.216,2,20,28,1.4,1.4,9,1,56,2,2,1,0,0,0,0.0,0.0,0
04ca8bb0bd871a42497f08c4d85e5304e8688088,False,1,1,1,0.0,2,2,162.0,3,72.01378472,1,1096,10.05693662,106.0,0.194604081,0.024,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
ed3124e5fe223dada33ce6ddf53bc666063c3f2f,False,1,1,1,0.0,1,1,220.0,10,19.27112269,1,1095,10.65159563,157.0,0.149559449,0.002,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
666682e60bca86d6889fbe7c2996751ce2fbe73f,False,1,1,1,0.0,1,1,730.0,15,7.044606481,1,1094,11.09503276,278.0,0.236089322,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
543831d1600b5ab60815112c0775ba89eeb0bfa9,False,1,1,1,0.0,1,1,220.0,10,14.70006944,1,1093,11.66711811,156.0,0.139761185,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
99f19ab8b2b6e041bb29d1ae0d9dd727d0ee9b5d,False,1,1,1,0.0,1,1,730.0,15,14.66177083,1,1092,10.66717851,277.0,0.163767783,0.004,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
852ac31b08acfe57face53720f1880f963cd9882,False,1,1,1,0.0,1,1,730.0,15,0.042280093,1,1091,12.53872886,276.0,0.153676149,0.008,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
d4dbf820b82c9786cb09115b5fbb569db557d34b,False,1,1,1,0.0,1,1,220.0,10,24.25489583,1,1090,11.53878274,155.0,0.132755806,0.002,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
0885810958ebd92548ae3c7569bdaec4b06e5cca,False,1,1,1,0.0,1,1,730.0,15,7.027002315,1,1089,10.5402954,275.0,0.151409729,0.006,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1c97c00435c11e21226b1411e74195bd7262917c,False,1,1,1,0.0,1,1,730.0,15,17.20554398,1,1,0.090909091,0.0,0.201884723,0.088,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
f22ffb870a94842639b9e7639f8e439c766a1efc,False,24,24,24,4.373557262,33,27,217.625,28,69.364212,7,1088,15.49167906,149.9166667,0.012977008,0.008,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
71e7bdd08107f9a118909ed0ef97b37a1d91b833,False,1,1,1,0.0,18,27,92.0,8,84.04719907,1,1087,14.54389884,173.0,0.21915774,0.02,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
9a13b49d206f5f32c5cfb06d1387e71e2b8cafe0,False,2,2,2,0.503258335,45,0,776.0,5,98.4625,1,1086,13.63669284,196.0,0.274590802,0.124,2,14,18,1.2857,1.2857,7,1,36,2,2,1,0,0,0,0.0,0.0,0
f95c1b2d0ef342a78466664fdace0e819639ca65,False,1,1,1,0.0,1,1,169.0,1,32.20200231,1,1085,12.93421124,15.0,0.213061282,0.016,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
b75795c07ea4e345a367e197762e59eb482bbfba,False,1,1,1,0.0,1,1,220.0,10,25.85863426,1,1084,11.93766086,153.0,0.145991088,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
68388d79aa1c76de0bded0adeba91cc017d018d4,False,1,1,1,0.0,1,1,730.0,15,34.36974537,1,1083,10.93876478,273.0,0.160041604,0.022,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
ace5a69f358133213540d1386844f671441325b1,False,1,1,1,0.0,1,1,220.0,10,14.33670139,1,1082,13.79646915,152.0,0.158936932,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
196c7d48eb07760b7d1112e8237752b0217f9ef2,False,2,2,2,1.0,2,2,133.5,8,8.701944444,1,1081,14.49830033,110.0,0.23712569,0.004,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
b46665f38c2c5ce1c16d4ec877a48699852dbc3f,False,1,1,1,0.0,1,1,730.0,15,5.778287037,1,1080,15.83284376,272.0,0.161197716,0.01,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
3f0b141da50aee046d7b5110ab3b436db7831fd4,False,1,1,1,0.0,2,2,162.0,3,37.04224537,1,1079,15.82136937,104.0,0.193605302,0.016,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
930b9ca8052126cb998f4c1bdb9d89f9ca84a560,False,1,1,1,0.0,1,1,730.0,15,7.963483796,1,1078,14.8214019,271.0,0.158224637,0.002,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
2ce60d6b18d9ca9117ce2fba97bc983748d1d50b,False,1,1,1,0.0,1,1,220.0,10,6.800462963,1,1077,13.82631862,151.0,0.137039622,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
499d9fdf0e168a885f3dea1cfacad6ae3c7808f8,False,3,3,3,1.584962501,3,3,177.0,9,36.31952546,1,1076,12.87320349,130.3333333,0.237127863,0.018,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
3ac0516a6a33cd3112c7dccfbdd20916b5553044,False,1,1,1,0.0,1,1,220.0,10,30.19487269,1,1075,12.56521201,150.0,0.136557122,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
a8a25c9fd032a327f5a942b3dc94120a5438896f,False,1,1,1,0.0,1,1,730.0,14,11.97300926,1,0,0.0,0.0,0.224787164,0.21,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
6096fb62764519c6e292c81c300451e869e542c6,False,1,1,1,0.0,1,1,730.0,14,17.08200231,1,1074,13.89256131,270.0,0.170312034,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
5f968f337ef1865b362ed7d455079d84f579e048,False,24,24,24,4.373557262,27,33,217.875,27,0.000104167,1,1073,20.60074583,148.1666667,0.005395455,0.002,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
8bf95a2785cbdc1021c6e47c76ad0081e4130320,False,24,24,24,4.373557262,33,27,217.625,27,0.150645255,2,1072,19.60074583,147.1666667,0.00604005,0.002,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
40b3c689a75c1561635ab131f4882f5e13b9170e,False,1,1,1,0.0,2,2,249.0,11,0.133125,1,1071,18.60191469,170.0,0.143604363,0.018,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
0ca1ac1dc0e49451a68583a71266b22f5010a9a7,False,24,24,24,4.584962501,24,24,217.625,27,0.032604167,1,1070,17.61660216,146.125,0.006114782,0.002,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
cb10da9198d017e43a59a75ba89ac0da25795a29,False,24,24,24,4.373557262,27,33,217.875,27,0.000127315,1,1069,16.61660216,145.125,0.005201579,0.002,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
356bddf27724e339bf48427b74e7b277b8cbab94,False,24,24,24,4.373557262,33,27,217.625,27,75.10117477,6,1068,15.61660216,144.125,0.009416101,0.004,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
a25357993323c4ef18bce12c8d6a4ef3f3762a7d,False,1,1,1,0.0,28,15,79.0,8,88.10689815,1,1067,14.70159926,166.0,0.153429958,0.03,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
58c23b6824647a69d298f6e7b2318f1f271d89b3,False,1,1,1,0.0,1,1,730.0,14,20.7053588,1,1066,14.20231996,264.0,0.185624491,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
f1304f2a9eaa514f39f1929e9fd54cd794e7dc03,False,1,1,1,0.0,1,1,220.0,10,27.22211806,1,1065,13.20831776,144.0,0.155787179,0.002,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
4e2a47aba95b9d6f36bb1c026a0b63eb2bcb60a9,False,1,1,1,0.0,1,1,730.0,14,6.336574074,1,1064,17.03577291,263.0,0.179100468,0.002,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
14e2d69fa7cb154bed2ebb680da81fdaf96e41f2,False,1,1,1,0.0,1,1,730.0,14,2.723541667,1,1063,19.13665564,262.0,0.177519697,0.004,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
d8bc7129899a54993801a36a2cd18b5c7844c12f,False,1,1,1,0.0,1,1,220.0,10,26.24259259,1,1062,19.24314236,143.0,0.147580382,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
18263cc1beaeceb9849bc0b568d5b5da28cabd44,False,1,1,1,0.0,1,1,169.0,1,56.25578704,1,1061,18.28656511,7.0,0.197404372,0.01,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
9c73a431708683bb24004360019ca355a66581b2,False,1,1,1,0.0,1,1,730.0,14,0.053425926,1,1060,17.58502708,261.0,0.174990266,0.002,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
027c201499daf51ec8e7d4b21672c5edf408a6db,False,1,1,1,0.0,1,1,730.0,14,3.174386574,1,1059,16.58719161,260.0,0.17366891,0.002,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
fbfc21bb5bc0a8f4f72e0574fa307f2b5bf76d10,False,1,1,1,0.0,1,1,730.0,14,1.644548611,1,1284,2.208746193,19.0,0.094436826,0.018,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
19d306946b73d47dbad8d5aa290957300661f518,False,3,3,3,1.181899058,6,38,637.3333333,21,33.57920139,2,1058,16.51621707,235.3333333,0.16044759,0.132,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
30087bd90acd6ffbd40e9116e1bc2848a011a835,False,1,1,1,0.0,1,1,748.0,14,8.923032407,1,1057,15.5277218,258.0,0.172435364,0.002,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
1db467e910eaa3e71f920f40576554c12fd91d0d,False,1,1,1,0.0,1,1,748.0,14,10.86603009,1,1056,17.16651042,257.0,0.194792302,0.002,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
83020fa8435c7e864b2711ccb73fdc00825943ef,False,1,1,1,0.0,1,1,220.0,10,28.57671296,1,1055,20.82513566,142.0,0.142684844,0.002,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
0000d691cc287a6e99c23e101b3fad720aea2f20,False,1,1,1,0.0,1,1,748.0,14,0.032719907,1,1054,19.82562796,256.0,0.189006759,0.022,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
c9f56f7d522e178377e35e09672af01f9b54ddc9,False,1,1,1,0.0,1,1,748.0,14,0.057881944,1,1053,18.82567594,255.0,0.187477716,0.012,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
9ed216721fe92c7632e48881e07afa0f105e24a3,False,1,1,1,0.0,1,1,748.0,14,0.025543981,1,1052,17.83501386,254.0,0.185971205,0.022,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
570ceb4f3524aeffe5537aef10fe2db3d223438e,False,1,1,1,0.0,1,1,748.0,14,28.03862269,1,1051,16.83567357,253.0,0.184461985,0.012,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
8921b337e309f9fa751c326688a48de9ba7e365d,False,1,1,1,0.0,13,0,188.0,2,30.10866898,1,1050,16.16953082,33.0,0.187424164,0.068,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
96aab051dc218578006f0ccdb7e4d5778baddfce,False,1,1,1,0.0,1,1,748.0,14,1.061967593,1,1049,32.21789545,252.0,0.185867492,0.02,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
bb8e7d6e3a21992089504756d096b79c33074a53,False,1,1,1,0.0,1,1,220.0,10,2.303506944,1,1048,31.21814894,141.0,0.153063111,0.002,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
c3a928736f6f6ca502c8387903e7c1a7e7f3580e,False,1,1,1,0.0,25,0,723.0,14,0.065011574,1,1047,33.13221914,251.0,0.199567388,0.162,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
3d1fe2d4946b9a2d26a828bf777f0602f609e927,False,1,1,1,0.0,24,0,699.0,14,1.194224537,1,1046,32.36870638,250.0,0.195841884,0.148,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
3aee6fa242f6775878ff2210510ef49a917f61f7,False,24,24,24,4.373557262,27,33,216.625,27,0.000150463,1,1045,31.94886791,142.125,0.004646988,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
e6ca534d22ec0dfcf7489a472c7f9a881ac3b4ba,False,24,24,24,4.373557262,33,27,216.375,27,16.05032456,5,1044,30.94886791,141.125,0.007626261,0.002,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
bbe8da7922d4bf21adafd38f4c806ba047a9eb60,False,1,2,2,0.992774454,7,13,2300.5,10,3.92375,1,1043,29.94895444,165.0,0.618394335,0.122,3,7,11,1.5714,1.5714,6,2,22,3,2,1,3,9,13,1.4444,1.4444,8
9a57340ae57ca76feddb12b3b5ce6f6b47e392b2,False,1,1,1,0.0,14,45,110.0,8,17.80753472,1,1042,29.36547573,163.0,0.166268118,0.07,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
13595986ec5d9e1fa6094c3edaf0a69987f8ebec,False,1,1,1,0.0,1,1,571.0,6,1292.120301,1,1283,2.118621793,76.0,0.153579701,0.118,3,10,14,1.4,1.4,8,1,28,2,2,1,3,10,14,1.4,1.4,8
f0f236d20afd51a2d6f4600cffa97fb06a1a147d,False,1,1,1,0.0,4,0,260.0,9,0.152789352,1,1041,29.28253117,164.0,0.174569153,0.098,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
0b64c8e837fd6f82cacf8ed6456931d9d8761748,False,1,1,1,0.0,6,6,216.0,1,0.025208333,1,1040,28.36721408,163.0,0.259614028,0.096,2,9,11,1.2222,1.2222,6,1,22,2,2,1,2,8,10,1.25,1.25,5
5e224ca620186dbba3b0d946cf3c7b3a550b7519,False,1,2,3,0.43447272,2,512,242.0,2,2373.9188,3,1039,27.45126303,162.0,0.334269574,0.112,0,4,3,0.75,0.75,3,1,6,1,1,0,0,4,3,0.75,0.75,3
d545fa178cccf42f60cbc9d28121c7f0a99db3b1,True,2,6,13,2.916260257,1664,82,408.5384615,14,224.198823,6,1038,26.53698808,169.0,0.69560475,0.55,26,31,58,1.871,1.871,13,1,116,3,3,1,32,32,62,1.9375,1.9375,13
bee1ec1d01a92e34998d6fb403b450e85d8a1e99,False,1,1,1,0.0,9,0,276.0,10,13.88908565,1,1037,25.87126205,176.0,0.164883311,0.038,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0
