commit_hash,contains_bug,nf,ns,ent,nrev,tcmt,hcmt,age,rexp,oexp,orexp,osexp,decl type name,expr call argument_list,call argument_list if,argument_list if condition,if condition expr,condition expr name,name if condition,condition expr operator,operator if condition,decl type modifier,condition expr call,call name if,name name if,name operator if,if block expr,comment decl type,decl name name,decl name operator,expr name name,expr name operator,argument_list if block
724671feca39e6eebaf4d8005bb89d5c14e96386,0,1,1,0.0,0,0,0,0.0,0,0,0,0,43,30,1,1,13,7,7,2,5,3,4,2,6,3,7,0,6,3,15,6,0
0d32728af23cd307c84d8c98dcd6d6d78908e5bf,1,1,1,0.0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0
044e7602ae72889f363d688dbe0d73cec5f0636a,1,2,1,0.721928095,0,0,0,0.0,0,0,0,0,0,1,0,0,5,4,2,1,2,0,0,1,2,1,4,0,0,0,6,3,0
299d10549f5aff50cd6211eb3d3e58c17f13be81,1,2,1,0.753197991,0,0,0,0.0,0,0,0,0,13,3,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
45baf4ed0b2b6c7862d4df5d8b9878cec88237f3,1,1,1,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0
498f938f2d0a206b6864457cac9f96b179ac1216,1,5,2,0.66083828,0,0,0,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
fbef41167aa4aede67bc1ec904142e2e5e12c7fc,1,11,1,0.503003181,0,0,0,0.0,0,0,0,0,46,38,26,7,34,12,4,4,1,13,16,25,185,99,234,0,82,43,63,35,42
54ab99d5e2cb33d87381ad11aba712e8162783d9,0,2,1,0.918295834,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
863de43dcad501a6c9675823217d0abf0269f802,1,2,2,0.918295834,0,0,0,0.0,0,0,0,0,0,0,0,0,31,6,8,19,18,0,2,1,2,1,4,0,0,0,0,0,0
eae8fb85997d82ecec0743ba3e470681129bff41,1,29,1,0.657286585,0,0,0,0.0,0,0,0,0,37,22,8,2,65,26,12,19,9,15,24,3,25,13,60,2,16,8,29,15,6
0748751c9f097d9d866605306bbdd4b96e2a5c4e,1,208,3,0.922614497,0,0,0,0.0,0,0,0,0,55,103,39,6,78,9,18,11,14,27,55,88,65,33,68,0,18,9,48,24,33
7dda80e1d0563742157f9e4e2ee08a6297427745,0,2,1,0.577653903,0,0,0,0.0,0,0,0,0,6,8,3,1,6,4,0,3,3,4,4,0,14,7,12,0,0,0,14,7,1
4b75ceea08815c096ec35a077c5c1e3bfca0e5ed,1,5,1,0.816574591,0,0,0,0.0,0,0,0,0,2,1,1,0,15,5,4,5,3,2,4,3,14,7,25,0,2,1,12,6,1
59ded5cce47986ac941c437fbf972b1da581da05,1,6,2,0.850957017,0,0,0,0.0,0,0,0,0,4,4,2,0,17,6,7,3,7,2,8,2,9,5,2,0,4,2,19,9,2
c04b7a55d131006cf1061f3456f4c63a7436801e,1,4,1,0.595769035,0,0,0,0.0,0,0,0,0,10,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,2,0,0,0
e443d8850105549eb1d72f54d3bf0d3d72cf90c2,1,6,1,0.86934123,0,0,0,0.0,0,0,0,0,9,0,0,0,47,21,14,11,11,0,12,12,9,5,24,0,0,0,9,5,0
bc88f528dcfe3b2b2369530d76fee2994c2887f9,1,4,1,0.997890424,0,0,0,0.0,0,0,0,0,0,3,0,0,27,0,0,5,0,0,18,0,0,0,15,0,0,0,0,0,0
5df3d517b48db1410e16947194a32137d08b70e6,1,6,1,0.576007163,0,0,0,0.0,0,0,0,0,22,12,10,1,30,12,4,9,4,2,22,9,50,26,41,0,8,4,26,13,11
492bbdefd3655f55427761c324e90934157833fb,1,18,1,0.803995497,0,0,0,0.0,0,0,0,0,37,58,25,4,20,1,6,3,5,18,16,12,70,36,64,0,10,5,33,17,29
b9798615b43746b26619b7abdad3abf89f6fb2fb,1,2,1,0.811278124,0,0,0,0.0,0,0,0,0,0,9,9,2,36,0,5,6,4,0,30,3,12,6,0,0,0,0,0,0,7
f838dcc050217507fd060d4c5dd093eb22ac95af,0,7,2,0.798231108,0,0,0,0.0,0,0,0,0,8,24,0,0,83,18,0,15,0,3,56,0,0,0,60,0,0,0,20,10,0
a590e77fd8721acc0c844f86db86d5c9445fa9a6,0,3,2,0.931743999,0,0,0,0.0,0,0,0,0,26,28,3,0,10,1,0,1,0,1,8,0,15,7,9,1,2,1,12,6,3
dc0f9f02a5c390f4a7919db4c32d22cebaf71d1c,1,3,1,0.726271789,0,0,0,0.0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,14,7,0
5c16bb8a12dfd07675f61826b1e3fdaf39cca3db,1,6,1,0.390509998,0,0,0,0.0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270,635,0
419ef5f1264ea4c2fbc4f1a656d5e2cf3d9beb83,1,6,1,0.848455121,0,0,0,0.0,0,0,0,0,70,21,1,1,29,10,1,5,0,15,22,0,8,4,14,14,30,15,28,12,0
015434360832572fcd9508f03ff8de0009b88777,1,1,1,0.0,0,0,0,0.0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,5,3,8,0,0,0,2,1,1
80a230e221402e77c1ece2f1d37e4fe5755d26db,1,1,1,0.0,0,0,0,0.0,0,0,0,0,0,2,2,0,19,1,8,3,8,0,14,0,7,5,3,0,0,0,0,0,2
9fe4482de138fcac465b31673644925448b0cedf,1,1,1,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d3d078aa4ba2aeebb0998e75cd9d5b980db7fbfe,1,1,1,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ec4d346f95de4933b660d5ce005751abdced4c7d,1,5,2,0.894849883,0,0,0,0.0,0,0,0,0,19,29,7,0,35,0,10,3,5,8,32,10,26,13,45,0,0,0,0,0,7
4d7d6d70e5e6bd1b6f38c4cf597305d5f3f6af31,1,18,1,0.768784924,0,0,0,0.0,0,0,0,0,0,4,4,0,0,0,1,0,0,0,0,3,4,2,61,0,0,0,6,4,4
47b36ae639ba61969b0190bc812c9508393c5ed5,1,1,1,0.0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
be2b27824a4d99aba34bd948611d90f94fb43d17,1,7,1,0.840064838,0,0,0,0.0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,8,5,0
93fde87898ac9680cd2c872ecf71b32adba50216,0,2,1,0.650022422,1,4,0,0.0,8,8,6,7,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,2,0,0,0
850b602c7a72635eb37a998089ee085d5d505c34,1,8,1,0.657777645,0,0,0,0.0,0,0,0,0,41,23,11,0,38,29,7,7,5,0,4,8,41,22,81,1,12,8,112,61,11
dddfcd66f8b0a9aaff97d9cccf94564191800869,0,3,2,0.679068196,1,4,2,0.0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,1,0
25f70314e0e2aa5cb913aba108d2e9c16117004a,1,9,2,0.737877352,0,0,0,0.0,0,0,0,0,22,58,4,3,51,35,28,8,16,6,8,5,28,16,32,1,18,9,76,41,10
864815ef2efbc3b5dca2a645c1b63f9bb67285d0,1,10,2,0.896559128,0,0,0,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,3,1,0
5fcd60f2560e8caf495ce67028a8da8bef27acad,1,1,1,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,13,7,5,6,7,0,0,0,2,1,0,0,0,0,2,1,0
f4c1c2f939e1cd6e08197284edb84b202cd6749e,1,4,1,0.803753033,0,0,0,0.0,0,0,0,0,22,14,7,1,108,36,20,25,16,8,47,11,71,36,46,0,0,0,58,30,6
dd4b997c58143c63a45e6ff22f18d9cf07f29923,0,1,1,0.0,1,4,3,0.0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0
d690b141064541d6fcc2a9608308f39435a89213,1,4,1,0.683955411,1,7,3,0.0,1,1,1,1,17,19,3,0,1,12,0,1,0,0,4,5,5,1,0,0,0,0,34,16,3
ea7277690d9f4a7c4e10f3d3b7a2bef46d6878c2,1,6,1,0.613113871,0,0,0,0.0,0,0,0,0,19,37,21,6,24,7,10,5,7,1,18,19,18,9,26,0,8,5,36,18,15
ad0ecae41cb66bdcaad15a4059cb3c27f6f6bbeb,1,1,1,0.0,1,7,3,285157.0,4,4,4,3,8,8,4,1,1,1,0,0,0,0,0,2,12,5,17,0,0,0,12,3,3
37f20ea8e64afa2d29d9fb56ac34ff405367a2b8,1,2,2,0.787126586,1,3,0,86225.0,2,2,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,0
80d094f07272663d759ec4bd8e8a8c233753dd46,1,1,1,0.0,0,0,0,0.0,0,0,0,0,8,14,2,1,6,1,2,1,3,0,4,1,3,2,4,0,6,3,10,5,1
94c173de057bcf57a5105810d8ee34d2093fe805,1,2,2,0.893956396,3,11,2,0.0,0,0,0,0,25,22,5,2,47,10,12,8,7,5,28,6,16,8,35,0,7,3,8,2,3
d671acd5b296b83440db9836a92189c501c87ff3,1,9,1,0.444956365,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121cc4d955fe4aa3b0f9de0d61bf1ff9f6e944ab,1,5,1,0.519964652,0,0,0,0.0,0,0,0,0,22,56,54,1,55,20,0,9,0,8,26,11,166,82,122,0,2,1,34,17,53
fd7bfc618430bbd5e9d4118d264179c22abf3f4a,0,3,1,0.735527845,0,0,0,0.0,0,0,0,0,15,6,2,1,23,9,7,4,5,2,13,0,8,7,0,0,2,1,6,3,1
dcffd9c25ffb275a7ea9c594d9b4c7515db5eac3,1,8,1,0.982567593,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6a3dce19957535d9b9b7311a487469ed7566ac25,1,44,1,0.922742383,0,0,0,0.0,0,0,0,0,7,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
bbb2da4a1b49f37e3b009ea81ffcd0cc03e07ef4,1,6,1,0.374505985,0,0,0,0.0,0,0,0,0,22,8,0,0,22,15,0,8,0,11,24,1,0,0,11,0,12,6,8,3,0
09796553a5c3253d8507600f31d24589b52aa080,1,1,1,0.0,0,0,0,0.0,0,0,0,0,4,8,7,0,37,18,2,13,2,2,14,0,28,14,22,0,0,0,10,5,7
af13869fef8db737ec9e0ed4f1e95c7fd8fd4eab,1,18,1,0.841212198,0,0,0,0.0,0,0,0,0,38,13,21,5,28,18,8,11,6,6,6,6,20,10,58,1,14,7,42,19,8
15871d606a0a85cfcd2b68b95c0891165f61e402,0,3,1,0.819448372,2,6,0,0.0,6,6,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,6,0
83747a8237e8d91df4fe84569506ea0f0f8920ab,0,1,1,0.0,1,7,3,0.0,6,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bc75a8963ec96fb4131192bf81e60464e6533931,1,1,1,0.0,0,0,0,0.0,0,0,0,0,0,2,2,2,22,3,9,5,10,0,14,1,13,7,9,0,0,0,10,6,0
38745b341c5c4d49fdb0e87f79f2714f105f63fe,0,10,1,0.638696182,0,0,0,0.0,0,0,0,0,17,9,4,2,20,9,4,7,4,7,4,0,11,6,18,0,10,5,4,2,2
43c0e08ba2e3487840b4063b2099bc17cdd4dce2,1,9,1,0.556080839,2,6,1,27915.0,9,9,9,9,23,10,10,0,99,37,1,36,1,10,23,7,80,46,19,0,4,2,39,22,10
7c3e1e0ccde93a63e0a0172252c31a4bc445e65d,1,1,1,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0
b9224af92c128f7cc66bef11849db046f10dc81f,1,10,1,0.801253448,2,11,4,926834.2,11,11,11,11,52,39,4,2,55,12,14,16,8,4,28,8,8,3,49,1,15,8,39,21,1
30b7c6512cde501e0e5da6e2a6dd2d8113092269,0,9,1,0.210075415,0,0,0,0.0,0,0,0,0,20,18,16,0,55,18,6,6,2,4,30,30,24,12,64,0,2,1,24,12,16
ac4276531cc755ce7c4522d0ea900d47a752c309,1,2,1,0.918295834,0,0,0,0.0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,1,4,0,0,0,2,1,0
7d9fcaccb1e6e056336b9ad1f7f89afac4699aee,1,1,1,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1f456b4cbb93e3fea699878d117900b703146213,1,10,1,0.792019748,0,0,0,0.0,0,0,0,0,32,28,18,1,69,12,9,8,6,7,54,26,45,25,63,0,16,8,18,9,17
7e4116cc8a54e9e46c7bb4c96a54fb96ab38f3d5,1,2,1,0.970950594,0,0,0,0.0,0,0,0,0,0,5,5,0,29,5,8,8,8,0,20,2,22,11,33,0,0,0,10,5,5
ea0e38c0ddb687f7873e0937e1b7130f1588c3d6,1,1,1,0.0,1,4,0,0.0,10,10,10,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
883b120d2f39c532cdd1a98d962af83be5adc4bd,1,2,2,0.930586129,2,12,2,0.0,1,1,1,1,4,9,0,0,7,6,3,1,3,0,0,0,4,2,0,0,0,0,6,3,0
78264f333eb7c262380714ed6517562266f11a03,0,4,1,0.844378272,0,0,0,0.0,0,0,0,0,10,5,1,0,5,1,2,1,0,1,9,1,0,0,6,0,4,2,2,1,1
ff53b1dcec761861f76c7528aafd42c9ce843d56,1,8,1,0.784228151,0,0,0,0.0,0,0,0,0,16,37,8,0,10,6,3,4,2,7,0,18,11,5,83,0,6,3,43,22,8
1928e633a5712dd172d18f87214955692bdcf182,1,4,1,0.525059584,0,0,0,0.0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
779e1aaa352ff7a11b4ea51e3247477e1dfa16b4,1,1,1,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,32,24,8,8,16,0,0,0,16,8,0,0,0,0,16,8,0
85136496bc8517951dcc3e670d1a46d340819f0d,1,11,2,0.809893967,3,12,6,283696.6364,8,9,9,9,28,57,17,17,227,80,44,70,46,3,90,5,74,37,33,0,12,7,208,103,23
52e5fd336bcbe91f1d964015ecf59254c97d92d1,1,8,1,0.668063666,0,0,0,0.0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,5,0
b97215b04c0bf12ecfd51ccdeaedd1fab5e8bc03,1,3,1,0.563417341,4,18,3,579250.6667,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
813139f4f5bd78ed16577a3ae214b2cb91ef5170,1,3,1,0.455163037,0,0,0,0.0,0,0,0,0,27,14,9,0,108,70,20,27,13,6,10,21,29,12,140,0,15,6,104,39,9
dc25fb72782b3498747d39124847243898bebb21,0,1,1,0.0,1,4,2,1713893.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6ee65dc4785b9f38cfd7405a5535c88feb3a0ea1,1,26,2,0.824884796,0,0,0,0.0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,0
db37aa1004f1e2489b94f1d9cc21630b62e03552,0,4,1,0.927142936,1,3,2,155613.0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
fc74b4e56430ac6aa6c26a10eaa552df3aa34380,0,2,2,0.869892686,1,4,0,0.0,2,2,2,2,2,23,22,0,29,12,3,22,7,0,0,25,95,48,212,0,2,1,18,9,23
e6b744fb4be6e975f0336a86bd1a0cd5c60cd85e,1,1,1,0.0,1,3,2,0.0,12,35,33,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451f3b3785ea5d08f5092978b6ebe17f25ef7a88,1,7,2,0.57350315,2,8,0,10072.28571,5,5,5,5,67,45,12,7,100,18,24,18,23,20,69,19,47,21,67,1,4,2,46,18,5
7a64f12cfe03b673ebb3c5e9e0396c6a504620d8,1,4,1,0.612317692,0,0,0,0.0,0,0,0,0,6,18,6,3,28,14,11,8,8,2,6,13,11,4,43,0,4,3,12,5,3
f562b90518137997f6e06765ebc550394a0bf114,1,1,1,0.0,1,4,0,148943.0,9,9,9,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176f30b13739b352cbe453cba7796d9a9c808bcd,1,60,3,0.868756586,0,0,0,0.0,0,0,0,0,119,65,21,5,49,10,20,17,15,52,40,26,148,82,75,0,49,25,91,65,22
4efaf305f51d09e214645a18a7bfa62bc36e2c61,1,31,2,0.754362636,0,0,0,0.0,0,0,0,0,22,12,0,0,17,10,2,7,1,3,0,1,0,0,10,0,6,3,26,13,0
e9d36991233278d68257f5d9632ceace6d7b243d,0,3,1,0.889967122,1,3,2,1284570.667,8,12,12,12,9,5,4,0,2,1,0,1,1,3,0,1,10,5,21,0,2,2,4,2,4
80eb461360eb39657ac21ce8070c02f071884e9a,1,12,1,0.746605556,0,0,0,0.0,0,0,0,0,3,2,1,1,13,1,8,1,4,3,11,2,4,2,0,0,2,1,2,1,0
def5901955e8b4cfcb9e2cd83c7dcf9ed0508a0a,1,5,2,0.841033594,0,0,0,0.0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,10,5,0
58d10c0bd7cff2009edf6183c660b2e149eb9a82,0,5,1,0.869454733,0,0,0,0.0,0,0,0,0,13,3,0,0,25,5,3,7,1,3,12,0,4,2,22,0,0,0,4,2,0
9988b12cc5d823319281cb54b2974d156abcc342,1,5,1,0.967488765,0,0,0,0.0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0
454a4ebb6701800384f638cd23813248c5e54b70,0,2,1,0.967294779,0,0,0,0.0,0,0,0,0,2,0,0,0,4,0,2,0,1,0,4,0,6,2,4,0,0,0,0,0,0
f9035587b98ac5dc9491e642b8ec84470ec03f0e,1,3,1,0.938411862,1,8,5,0.0,13,17,17,15,55,16,0,0,45,32,0,12,0,21,0,0,0,0,73,0,0,0,72,41,0
1b7b3377971832f56414c65063c7307202e09d7c,1,17,2,0.578829793,1,7,0,107031.8235,16,16,16,16,104,99,77,2,77,9,37,8,17,52,70,208,540,271,1428,0,14,7,150,75,78
563ec6c690e29d5efb24d0b63ac6c2e80a673db1,1,3,1,1.0,1,3,0,604409.0,15,15,15,9,4,1,1,0,9,0,6,1,2,2,8,1,2,1,0,0,0,0,0,0,1
90fd142c93ad5de5c642ae023222bd3a7b573aec,1,1,1,0.0,1,12,0,1899241.0,17,17,17,17,3,11,11,0,7,4,4,3,3,2,0,11,8,4,15,0,2,1,0,0,11
640c5d8a992f4ac6f9068aea9ec51a99a40dfc16,0,1,1,0.0,2,5,2,76014.0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
85869920bb9a4ee45cf4a89e74b1bd3d4ce67eaa,1,12,3,0.829939881,1,9,3,345785.9167,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ceceb3796fbfdcd944fc7da7c8b2198fca69cb44,0,1,1,0.0,4,13,3,0.0,14,14,14,7,16,23,0,0,12,3,0,2,0,1,9,0,0,0,38,0,0,0,5,2,0
712cfb509484599f1586f68cc379e3e7464e9967,0,17,1,0.77552387,8,22,6,0.0,26,27,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,17,0
a85edb3781fc6b24da339c0d9c253c7fa41e6156,1,1,1,0.0,1,4,3,594147.0,11,18,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8226443b16f91aba62125c8f1e1f114cb9c1739b,0,1,1,0.0,1,3,1,4559495.0,22,22,22,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
eaedcefbf8dbdc77dec07922777cb7dc68740888,1,6,1,0.268478161,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0
8d7647e286e07690de15a6ff9189307ee1a3517c,1,3,1,0.455121882,0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
028a860ac58bc6b956e523e04f9dfdda032cad81,1,2,1,0.137099479,2,14,2,2961032.0,34,34,34,32,7,12,12,1,20,2,0,6,1,2,12,5,24,12,16,0,4,2,2,1,11
3422bc3b186a32ae985d3130090b71305380bbd6,0,1,1,0.0,1,6,4,34466.0,24,54,54,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11e27a210ab7d4093ac71f1c58d6e96445841b67,0,2,1,0.0,3,6,1,0.0,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2b5dcfcee118265ef7930cc7c5c16bff22d580fd,1,6,1,0.510643051,5,23,11,294488.0,34,34,34,22,12,16,16,1,39,19,3,9,3,5,14,12,84,42,84,0,4,2,40,20,16
f9f04ea63d2489bd2ecb91c5a6bee4c4a869ac20,1,7,1,0.865970222,3,7,2,0.0,5,5,5,5,25,11,5,1,22,12,5,6,3,6,8,7,20,10,16,1,0,0,24,12,4
a21f99292567418c620ccf2ffbb13946cac03b8d,0,1,1,0.0,1,4,0,286349.0,39,39,39,37,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,4,0
3ee33285edb7b1f5e23a5e0ff49fa0a3d236793e,1,2,1,0.721928095,1,2,0,0.0,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14b56b2be40fc6290e096116edad979982eb83dd,0,2,1,0.485460761,1,3,0,903710.5,22,22,22,16,15,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,16,8,0
eab215070efb43867dd53279759b4f2c9b348567,0,2,1,0.286396957,1,3,0,1.5,24,24,24,18,5,0,0,0,3,2,2,1,1,2,0,2,0,0,0,0,1,0,0,0,0
94e110ca5f70f61bb7f6a99be121e5d78670a22a,1,3,2,0.886884109,1,3,2,1439.333333,17,34,34,32,9,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,7,5,2,0
bc0a0281d535079745ed1544a063571b86ca718e,1,16,3,0.766121954,1,4,4,0.0,49,58,58,58,64,36,8,3,68,27,17,33,14,14,41,13,22,11,99,0,23,12,29,12,5
992ef929dff21e079f7d8a207c07dbfd0c3c8f78,1,7,1,0.803826688,2,5,2,127467.1429,9,9,9,9,20,10,0,0,0,0,0,0,0,12,0,0,0,0,0,0,8,4,0,0,0
9f865df5d1bd98b8fd43e72c1d0c21f42ae3afec,0,2,2,0.576707022,1,4,0,638854.5,36,36,34,29,5,3,0,0,10,4,2,5,2,3,4,0,0,0,2,0,0,0,2,1,0
042cffd601fd5b7e9ef176531893337a917cf455,1,1,1,0.0,1,4,0,66809.0,32,32,32,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0
4bb5167177abca3133ce5a93e6e3e0da84a8f0af,1,1,1,0.0,1,7,0,0.0,52,52,52,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6c984d6c15a0b0a210aac12513217fc08437c690,0,1,1,0.0,1,4,1,808447.0,67,67,67,63,0,0,0,0,6,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
f74296ef7c9d58d042d7e7e10b65e32b1ff6d60e,1,3,2,0.609763088,5,20,5,1296977.333,38,38,38,38,4,10,3,0,12,0,8,0,4,0,12,6,21,11,26,0,2,1,18,9,2
