commit_hash,contains_bug,add_num_cycles,add_density,add_num_nodes,add_num_edges,add_avg_in_degree,add_avg_out_degree,add_max_degree,add_min_degree,add_sum_degree,add_avg_degree,add_median_degree,add_num_selfloops,del_num_cycles,del_density,del_num_nodes,del_num_edges,del_avg_in_degree,del_avg_out_degree,del_max_degree,del_min_degree,del_sum_degree,del_avg_degree,del_median_degree,del_num_selfloops,ns,nd,nf,entropy,la,ld,lt,ndev
6e10bad6adb1c60707956e720f99bf2fc7922cd7,False,263,0.06,43,106,2.4651,2.4651,22,1,212,5.05,4.0,1,110,0.06,39,89,2.2821,2.2821,20,1,178,4.68,3.0,1,3,4,7,2.23597,285,94,644.714,31
458bf0ba422a2a502860020e997190a9d91bd684,False,7,0.11,17,29,1.7059,1.7059,10,1,58,3.62,3.0,1,7,0.11,17,29,1.7059,1.7059,10,1,58,3.62,3.0,1,2,2,2,0.33729,12,4,3439.0,31
a0b59658d90d4a83d5101c2f62dbad697fb5d45b,False,61,0.06,36,75,2.0833,2.0833,18,1,150,4.29,3.0,1,44,0.07,31,61,1.9677,1.9677,14,1,122,4.07,3.0,1,3,6,6,1.64705,74,4,1929.17,31
f0af3a01c68e373cba3122ac7a005b987d84c729,False,19,0.07,29,54,1.8621,1.8621,17,1,108,3.86,3.0,1,13,0.08,22,39,1.7727,1.7727,13,1,78,3.71,3.0,1,2,4,4,1.58627,53,0,792.75,31
77e7489e206ac700c39ef682045620a184d8f26a,False,7,0.13,15,27,1.8,1.8,11,2,54,3.86,2.5,1,7,0.11,16,27,1.6875,1.6875,10,1,54,3.6,2.0,1,3,3,3,0.963746,13,8,1856.33,31
9c288fe5cea6f2fbbae76f720b9e215acdd07709,False,22,0.07,26,44,1.6923,1.6923,14,1,88,3.52,2.0,1,22,0.07,26,44,1.6923,1.6923,14,1,88,3.52,2.0,1,2,2,2,0.591673,4,3,1050.0,31
77b093ddec7dda5597fcf24ec24f5564394cf007,False,18,0.07,25,43,1.72,1.72,14,1,86,3.58,3.0,1,18,0.07,25,43,1.72,1.72,14,1,86,3.58,3.0,1,2,2,2,0.721928,3,2,1295.5,31
35bd1c95cb239751d7fa5af38595d2935567c507,False,12,0.11,17,29,1.7059,1.7059,14,1,58,3.62,3.0,1,12,0.11,17,29,1.7059,1.7059,14,1,58,3.62,3.0,1,2,2,3,1.52193,3,2,1608.33,31
310c588ebb1f5c3c258d60ee9f74b5ac6ec1bd2a,False,7,0.1,16,25,1.5625,1.5625,9,1,50,3.33,2.0,1,7,0.1,16,25,1.5625,1.5625,9,1,50,3.33,2.0,1,1,1,2,0.918296,2,1,2271.5,31
31caabc2ad73e2f7ff5e077e760483964a7b9cca,False,7,0.11,16,26,1.625,1.625,9,1,52,3.47,3.0,1,7,0.11,16,26,1.625,1.625,9,1,52,3.47,3.0,1,4,5,7,2.17086,49,4,1095.14,31
06cf2cf005b3f98bcd40a1111934a02b530fac07,False,27,0.06,30,55,1.8333,1.8333,14,1,110,3.93,3.0,1,21,0.08,25,46,1.84,1.84,13,1,92,4.0,3.0,1,2,4,6,2.28887,330,11,643.0,31
d69712aee0ea118121cc0101484204f3b88089ee,False,21,0.06,32,59,1.8438,1.8438,14,1,118,3.81,3.0,1,13,0.06,28,49,1.75,1.75,13,1,98,3.63,3.0,1,2,3,3,1.18297,21,4,836.0,31
329ca46b19a83c6c24158a3c25e585a12d08be7c,False,8,0.17,11,19,1.7273,1.7273,9,1,38,3.8,3.0,1,8,0.17,11,19,1.7273,1.7273,9,1,38,3.8,3.0,1,1,1,2,0.721928,3,2,2269.5,31
e92429cffc9ed749582d04fe74e0a5cf53980c7b,False,8,0.17,11,19,1.7273,1.7273,9,1,38,3.8,3.0,1,8,0.17,11,19,1.7273,1.7273,9,1,38,3.8,3.0,1,2,2,2,0.918296,3,0,1101.0,31
fb3893998741eeda39fbb96543aa0adcc5aa7743,False,82,0.06,37,80,2.1622,2.1622,23,2,160,4.57,3.0,2,90,0.06,39,85,2.1795,2.1795,24,2,170,4.59,3.0,2,4,16,22,4.3312,33,35,589.545,31
c0077c0b11962e82c27d6a662ac830e749526f02,False,7,0.18,10,16,1.6,1.6,8,1,32,3.56,3.0,1,7,0.18,10,16,1.6,1.6,8,1,32,3.56,3.0,1,1,1,1,0.0,3,1,1972.0,31
7b373e0bcdf5634c1fe2f75204e8ba0fdc030f37,False,7,0.19,10,17,1.7,1.7,8,1,34,3.78,3.0,1,7,0.19,10,17,1.7,1.7,8,1,34,3.78,3.0,1,13,25,25,4.62663,48,48,323.88,26
0caee2378ae51b838915e062d5b64272da181c82,False,7,0.19,10,17,1.7,1.7,8,1,34,3.78,3.0,1,7,0.19,10,17,1.7,1.7,8,1,34,3.78,3.0,1,2,2,2,0.503258,5,4,1131.5,31
6772c947a3f903db2e84b02e2a3674306ebb2506,False,9,0.1,17,27,1.5882,1.5882,12,1,54,3.38,2.5,1,9,0.1,17,27,1.5882,1.5882,12,1,54,3.38,2.5,1,2,2,2,0.918296,2,1,2211.0,31
8002acf772c0a383025d4afb0f70acea2c0c424b,False,15,0.09,21,36,1.7143,1.7143,14,1,72,3.6,3.0,1,15,0.09,21,36,1.7143,1.7143,14,1,72,3.6,3.0,1,2,2,2,0.918296,2,1,1147.5,31
9620d5174da89ffbc24335188c2ba06c80bf9da8,False,26,0.07,28,53,1.8929,1.8929,14,1,106,4.08,3.0,1,16,0.07,26,46,1.7692,1.7692,14,1,92,3.83,3.0,1,2,4,4,1.57098,83,15,569.5,31
21794c3fbd0db3d7c1c8836ace758176629e73eb,False,80,0.06,33,63,1.9091,1.9091,18,1,126,3.94,3.0,1,28,0.07,28,50,1.7857,1.7857,14,1,100,3.85,3.0,1,3,7,7,1.9991,151,2,1086.57,31
d4bd3384aba3d1c33b0e0a067a3866e931683b71,False,14,0.09,20,33,1.65,1.65,12,1,66,3.67,3.0,1,14,0.09,20,33,1.65,1.65,12,1,66,3.67,3.0,1,4,7,8,2.72611,44,14,821.25,31
c96e2af5cb6618fb9a67c447c744de9f24c481fe,False,30,0.06,32,61,1.9062,1.9062,18,1,122,4.07,3.0,1,17,0.06,29,47,1.6207,1.6207,18,1,94,3.48,2.0,1,2,3,3,0.744866,27,10,816.0,31
952025780dbea95559cdd2d781d65dc98496ef03,False,8,0.17,11,19,1.7273,1.7273,9,1,38,3.8,3.0,1,8,0.17,11,19,1.7273,1.7273,9,1,38,3.8,3.0,1,1,1,2,0.591673,7,0,2260.0,31
8a4b6b5bb055fc700f819439a8e8e43cd463154f,False,7,0.19,10,17,1.7,1.7,8,1,34,3.78,3.0,1,7,0.19,10,17,1.7,1.7,8,1,34,3.78,3.0,1,1,1,2,0.918296,2,1,2259.5,31
6bdca1d1c043d6ad688f53602667ca5201af5a28,False,102,0.06,36,72,2.0,2.0,18,1,144,4.11,3.0,1,19,0.06,29,48,1.6552,1.6552,15,1,96,3.43,2.5,1,3,4,4,1.05206,149,15,1490.5,31
6eb86cb30057f32dab0ab6b00ec5c751e7b38086,False,67,0.06,34,68,2.0,2.0,17,1,136,4.25,3.0,1,22,0.07,26,46,1.7692,1.7692,14,1,92,3.83,3.0,1,2,5,5,1.45264,81,20,743.8,31
e1c865e1d898443cbc918d7deaa622ce0556e3e1,False,12,0.05,36,66,1.8333,1.8333,17,1,132,3.88,3.0,1,7,0.08,19,26,1.3684,1.3684,10,1,52,3.06,2.0,1,2,4,4,1.47395,201,4,518.5,31
e39bd7ffef82f6f34ddbc6bbfc6f2b09ae424788,False,77,0.07,35,80,2.2857,2.2857,20,2,160,4.71,3.0,2,77,0.07,35,80,2.2857,2.2857,20,2,160,4.71,3.0,2,4,16,19,3.67707,40,39,619.211,31
9ef2ba4982727aa6ed1df920fe8119eced507914,False,9,0.06,30,53,1.7667,1.7667,16,1,106,3.66,3.0,1,7,0.18,10,16,1.6,1.6,8,1,32,3.56,3.0,1,2,2,2,0.125658,58,0,979.0,31
2cec70fede36429a3833ad6e979c5b6aaf53dfe0,False,56,0.06,34,70,2.0588,2.0588,16,1,140,4.38,3.0,2,66,0.07,34,75,2.2059,2.2059,16,1,150,4.69,3.0,2,3,4,5,1.31741,112,51,1703.2,31
bcccd8b5d6a97a7b6da8df79678b571cdd74493b,False,19,0.07,27,49,1.8148,1.8148,15,1,98,3.77,3.0,2,7,0.18,10,16,1.6,1.6,8,1,32,3.56,3.0,1,2,2,3,0.335599,180,0,1501.0,31
a6386a17783f94da1816746a58d78207cbc315ed,False,11,0.09,19,30,1.5789,1.5789,12,1,60,3.33,2.5,1,16,0.07,24,39,1.625,1.625,13,1,78,3.39,3.0,1,2,3,3,0.72626,21,23,714.333,31
392ed2a22030b3fa9cb776fc488dec31c5a92502,False,7,0.18,10,16,1.6,1.6,8,1,32,3.56,3.0,1,7,0.18,10,16,1.6,1.6,8,1,32,3.56,3.0,1,1,1,2,0.918296,2,1,2250.5,31
67b2ea2ca9c3fad3d5ee4d58890e99936c09cdbd,False,14,0.11,19,36,1.8947,1.8947,12,1,72,4.0,3.0,1,14,0.11,19,36,1.8947,1.8947,12,1,72,4.0,3.0,1,2,2,2,0.918296,3,0,1109.5,31
5a0f7c7fb2d8eb3a785e3a30081aebf2172d7532,False,37,0.09,25,53,2.12,2.12,14,1,106,4.42,3.0,1,37,0.09,25,53,2.12,2.12,14,1,106,4.42,3.0,1,7,15,25,4.07458,53,84,372.24,31
b6d3dd662d0777ac7ebb72e609acfdc0bb9b4b83,False,41,0.05,38,75,1.9737,1.9737,17,1,150,4.17,3.0,1,28,0.06,36,70,1.9444,1.9444,16,1,140,4.0,3.0,1,3,5,5,1.1035,96,71,669.0,31
da012e37dba16e1b01d3300e55e3f5789ec3f3f9,False,26,0.06,30,56,1.8667,1.8667,15,1,112,3.86,3.0,1,30,0.07,27,50,1.8519,1.8519,16,1,100,3.85,3.0,1,2,3,3,0.857331,38,8,906.0,31
256c0208ef918cdebbfc537dd1640ac922c59efc,False,90,0.07,31,61,1.9677,1.9677,16,1,122,4.07,3.0,1,90,0.08,26,49,1.8846,1.8846,15,1,98,3.92,3.0,1,3,4,4,0.707032,106,3,1148.25,31
8ef5c1febfa3cb99efd853062e066de7e964f09a,False,32,0.06,31,60,1.9355,1.9355,18,1,120,4.0,3.0,1,30,0.07,30,57,1.9,1.9,16,1,114,3.93,3.0,1,2,3,4,1.25442,81,9,668.25,31
4e61deb7598ec1ed32b5839e2a1ba978485b2cc8,False,17,0.06,30,50,1.6667,1.6667,15,1,100,3.45,2.0,1,12,0.06,29,45,1.5517,1.5517,14,1,90,3.21,2.0,1,2,3,4,1.59192,14,2,750.5,31
dd8c24740240e7f967c586eed839c22f2c938e22,False,53,0.06,34,63,1.8529,1.8529,20,1,126,3.82,3.0,1,53,0.06,34,63,1.8529,1.8529,20,1,126,3.82,3.0,1,2,3,3,1.15465,22,11,755.333,31
5e7b676a174d945076fc1923207b5aac742fde31,False,68,0.06,37,75,2.027,2.027,20,1,150,4.17,3.0,1,40,0.06,32,62,1.9375,1.9375,18,1,124,4.0,3.0,1,2,4,4,1.30206,68,3,1001.25,31
76df2cb47a5084228dd5ba91c56e44f87d7f6f9a,False,7,0.18,10,16,1.6,1.6,8,1,32,3.56,3.0,1,86,0.09,28,66,2.3571,2.3571,14,1,132,4.89,4.0,1,4,4,8,2.5266,1,691,329.25,31
06f145835d34a01ab438fe0aa62d4af93953a5c5,False,9,0.11,15,24,1.6,1.6,12,1,48,3.43,2.5,1,8,0.12,14,22,1.5714,1.5714,11,1,44,3.38,3.0,1,2,2,2,0.249882,15,9,1066.5,31
64b9b40117958ad29fbb05fc956d450ce871006e,False,122,0.08,34,86,2.5294,2.5294,23,1,172,5.21,3.0,2,122,0.08,34,86,2.5294,2.5294,23,1,172,5.21,3.0,2,5,15,32,4.82159,297,77,209.469,31
dbbcb4d44f9caa332a32c9d4622c48bc61cc489d,False,7,0.18,10,16,1.6,1.6,8,1,32,3.56,3.0,1,4,0.17,9,12,1.3333,1.3333,7,1,24,3.0,2.0,1,2,4,5,2.08377,11,11,517.6,31
cced1ed7121007a9cf17ae87c64c5e44b8c30b8d,False,8,0.17,11,19,1.7273,1.7273,9,1,38,3.8,3.0,1,7,0.19,10,17,1.7,1.7,8,1,34,3.78,3.0,1,1,1,2,0.811278,3,1,2246.0,31
512360e7dd584d565748e2b2881867c267222d58,False,25,0.07,28,51,1.8214,1.8214,14,1,102,3.78,3.0,1,54,0.06,36,78,2.1667,2.1667,17,1,156,4.46,3.0,1,3,4,7,1.88504,32,164,378.429,31
7c74851e86ec5bfb8b4812347489eb19404d5f36,False,7,0.15,12,20,1.6667,1.6667,8,1,40,3.64,3.0,1,7,0.15,12,20,1.6667,1.6667,8,1,40,3.64,3.0,1,2,2,2,0.503258,5,4,1042.0,31
5a23bada005efcc1d0c25c0e190155e207292fe9,False,7,0.19,10,17,1.7,1.7,8,1,34,3.78,3.0,1,7,0.19,10,17,1.7,1.7,8,1,34,3.78,3.0,1,2,2,2,1.0,1,1,1010.5,31
58950982b7d7e5df0ade809450b2b15fcddcbd21,False,9,0.09,19,31,1.6316,1.6316,11,1,62,3.44,3.0,1,9,0.09,19,31,1.6316,1.6316,11,1,62,3.44,3.0,1,2,2,2,0.811278,3,1,1010.0,31
8cd4fe4c634838bd3b05f472cf9a84736e73716c,False,8,0.15,13,23,1.7692,1.7692,10,1,46,3.83,3.0,1,8,0.15,13,23,1.7692,1.7692,10,1,46,3.83,3.0,1,2,2,4,1.11947,32,6,1245.5,31
5e48f9b430f8d4d895d9c8a6a72a99bacc42142f,False,7,0.12,14,21,1.5,1.5,10,1,42,3.5,2.5,1,7,0.12,14,21,1.5,1.5,10,1,42,3.5,2.5,1,2,5,44,5.23626,66,68,207.568,31
09e58670203157b3cdc543be882aea549001f102,False,17,0.08,24,43,1.7917,1.7917,15,1,86,3.74,3.0,2,8,0.11,15,23,1.5333,1.5333,11,1,46,3.29,2.0,1,2,2,2,0.322757,17,0,1047.0,31
5ffb9d9f4b1d5fe31f96286f2741f3b5381b8e88,False,7,0.1,17,27,1.5882,1.5882,9,1,54,3.38,2.5,1,7,0.1,17,27,1.5882,1.5882,9,1,54,3.38,2.5,1,2,2,4,1.95021,4,3,1244.75,31
ee244a3760976dc86b03518b22552c9d67a973ca,False,19,0.07,27,46,1.7037,1.7037,14,1,92,3.54,3.0,1,10,0.07,24,38,1.5833,1.5833,14,1,76,3.3,2.0,1,2,3,4,1.0374,18,11,1236.25,31
90734eb2225b3c7c4eef2cd4fc0043371b1d9f98,False,12,0.07,22,34,1.5455,1.5455,14,1,68,3.24,2.0,1,254,0.05,43,96,2.2326,2.2326,19,1,192,4.57,3.0,1,2,5,6,1.66039,1,393,979.167,31
c45e75b80cd2f3b4eae812e0d0586de87baa3991,False,16,0.08,22,37,1.6818,1.6818,13,1,74,3.52,3.0,1,14,0.08,22,36,1.6364,1.6364,13,1,72,3.43,3.0,1,2,2,2,0.918296,2,1,1125.0,30
a2172a77abcea26f7133730f474fbfa699b36ac4,False,35,0.07,29,55,1.8966,1.8966,15,1,110,3.93,3.0,1,19,0.08,24,44,1.8333,1.8333,13,1,88,3.83,3.0,1,2,2,2,0.0286118,123,222,1779.0,30
e1e689de693098713420c77ec5e81c1a916bf21e,False,12,0.1,18,30,1.6667,1.6667,12,1,60,3.53,3.0,1,12,0.1,18,30,1.6667,1.6667,12,1,60,3.53,3.0,1,2,2,2,0.591673,4,3,2137.0,30
719872eff1be8ba387d1d0b3a73aa41c448747f2,False,19,0.07,26,47,1.8077,1.8077,14,1,94,3.76,3.0,1,18,0.07,25,45,1.8,1.8,14,1,90,3.75,3.0,1,2,2,2,0.106792,29,42,1064.5,30
fcf79c091ec32f0af9d8c4f93c23d0a5485c913d,False,7,0.16,11,18,1.6364,1.6364,8,1,36,3.6,3.0,1,7,0.16,11,18,1.6364,1.6364,8,1,36,3.6,3.0,1,1,1,2,0.413817,6,6,2226.0,30
1d19c53392e48e172bab60320b03ad45443b7821,False,7,0.08,20,30,1.5,1.5,11,1,60,3.16,2.0,1,27,0.06,33,60,1.8182,1.8182,14,1,120,3.75,3.0,1,2,3,3,0.716896,1,55,995.667,30
aaa0c7de73d76010de8646925af08442949cc3a2,False,20,0.09,20,33,1.65,1.65,14,1,66,3.67,3.0,1,14,0.08,20,32,1.6,1.6,14,1,64,3.56,3.0,1,2,4,4,1.84644,7,3,957.75,30
11fc003160d8c2d8cc6cd661877586159afbbcc9,False,9,0.13,14,23,1.6429,1.6429,12,1,46,3.54,3.0,1,9,0.13,14,23,1.6429,1.6429,12,1,46,3.54,3.0,1,2,2,2,0.918296,1,2,1092.0,30
53f7a98eca87d09c35fd88c5d1d27c34a85cc634,False,8,0.08,20,30,1.5,1.5,11,1,60,3.16,2.0,1,8,0.08,20,30,1.5,1.5,11,1,60,3.16,2.0,1,2,2,2,0.721928,3,2,1932.0,30
123d6ba52eaa09a643036b80eb932c0372a11d09,False,9,0.14,15,29,1.9333,1.9333,11,1,58,4.14,3.5,1,7,0.15,13,24,1.8462,1.8462,9,1,48,4.0,3.0,1,3,4,5,1.40925,45,103,1069.2,30
4d728a2d8ec585dfe61daefe9c63bdac4ebb3af8,False,9,0.12,16,28,1.75,1.75,11,1,56,3.73,3.0,1,7,0.11,16,26,1.625,1.625,9,1,52,3.47,3.0,1,1,1,2,0.543564,8,0,2224.5,30
bf2759b6ff8af2a37c24f1398452dd85860f57ca,False,7,0.08,23,38,1.6522,1.6522,11,1,76,3.62,3.0,1,7,0.07,23,36,1.5652,1.5652,11,1,72,3.43,3.0,1,2,2,2,0.468996,7,3,1258.5,30
a856094746a6f05d93b3e3c0548ca25c50bb2de8,False,7,0.11,16,26,1.625,1.625,9,1,52,3.47,3.0,1,7,0.11,16,26,1.625,1.625,9,1,52,3.47,3.0,1,1,1,2,0.918296,2,1,2223.5,30
b8377e7a7c7473cc6e0f1974dd038e420a6ffcec,False,13,0.07,25,42,1.68,1.68,15,1,84,3.5,2.0,1,11,0.09,19,32,1.6842,1.6842,14,1,64,3.56,2.5,1,2,3,3,1.34859,10,1,844.667,30
b9adc736f8fd30a8f984b222dfdadfa83462b5ba,False,541,0.06,46,124,2.6957,2.6957,32,1,248,5.51,4.0,2,1007,0.06,45,125,2.7778,2.7778,31,1,250,5.68,4.0,2,6,18,29,4.22617,118,153,561.931,30
e77ac3302c99fd13a710bacec66b5158ff905847,False,7,0.18,10,16,1.6,1.6,8,1,32,3.56,3.0,1,7,0.18,10,16,1.6,1.6,8,1,32,3.56,3.0,1,1,1,2,0.918296,2,1,2222.0,30
aa219119439a808491bcc649f83ee7376d543641,False,30,0.08,24,46,1.9167,1.9167,13,1,92,4.0,3.0,1,9,0.1,16,25,1.5625,1.5625,11,1,50,3.33,2.0,1,2,2,2,0.258019,18,5,2001.0,30
e69a1fa808c8468ab38636bfb5539289e62de3e0,False,28,0.07,30,58,1.9333,1.9333,15,1,116,4.0,3.0,1,25,0.07,30,57,1.9,1.9,15,1,114,3.93,3.0,1,2,4,4,1.22976,66,11,731.0,30
2453a8a277a463959e5f9c5769c9b70c1d378d4f,False,27,0.09,23,45,1.9565,1.9565,15,1,90,4.09,3.5,1,27,0.09,23,45,1.9565,1.9565,15,1,90,4.09,3.5,1,2,2,2,0.918296,2,1,1434.5,30
4bbf288a4cc3cbef205a7c8d7e4dd09f5df8dcc6,False,22,0.07,26,47,1.8077,1.8077,18,1,94,3.76,3.0,1,22,0.07,26,47,1.8077,1.8077,18,1,94,3.76,3.0,1,2,2,2,0.811278,3,1,1196.0,30
b91457edd2a76f94f41a89ec718eec574c200c71,False,385,0.06,44,116,2.6364,2.6364,29,2,232,5.4,4.0,2,385,0.06,44,116,2.6364,2.6364,29,2,232,5.4,4.0,2,5,28,60,5.26709,198,181,544.917,30
9bacdfeaba0f14e1cbe7996d65e8a45475908c8b,False,19,0.06,29,47,1.6207,1.6207,13,1,94,3.36,2.5,1,16,0.06,29,46,1.5862,1.5862,13,1,92,3.29,2.5,1,2,2,2,0.543564,4,4,1045.0,30
7e12bbc8b854c0648eb34a2830954462bd3cbcc5,False,15,0.06,28,44,1.5714,1.5714,13,1,88,3.26,2.0,1,15,0.06,28,44,1.5714,1.5714,13,1,88,3.26,2.0,1,2,2,2,0.650022,3,3,1998.5,30
08ddfb768e26282b2d5d24d600b4ea049f2a9cce,False,11,0.08,22,38,1.7273,1.7273,11,1,76,3.62,3.0,1,7,0.18,10,16,1.6,1.6,8,1,32,3.56,3.0,1,2,2,3,0.599436,152,0,656.333,30
a062e33733ee0e527400637a932288ca610a73bb,False,7,0.19,10,17,1.7,1.7,8,1,34,3.78,3.0,1,7,0.19,10,17,1.7,1.7,8,1,34,3.78,3.0,1,2,2,2,1.0,2,0,971.0,30
3e2685a02f337a2cd5e64d12f0a2f3f0cfdfa13b,False,25,0.07,30,58,1.9333,1.9333,14,1,116,4.0,3.0,1,24,0.07,30,57,1.9,1.9,14,1,114,3.93,3.0,1,2,3,3,0.80767,18,5,758.333,30
cf4938496e10ee85258cbbec607533a3e025c1cc,False,15,0.07,29,53,1.8276,1.8276,14,1,106,3.79,3.0,1,14,0.07,26,46,1.7692,1.7692,13,1,92,3.68,3.0,1,3,8,9,2.92417,51,22,793.556,30
f3ae29044bbf12f634358ee864255246664a9986,False,7,0.1,16,25,1.5625,1.5625,9,1,50,3.33,2.0,1,7,0.1,16,25,1.5625,1.5625,9,1,50,3.33,2.0,1,2,2,2,0.108023,1,69,1081.5,30
491e73ee9f941dfb25dfe92121fb033295ef42ee,False,47,0.06,38,87,2.2895,2.2895,26,1,174,4.7,3.0,1,47,0.06,38,87,2.2895,2.2895,26,1,174,4.7,3.0,1,4,32,70,5.74149,107,111,470.371,30
e46483cfe7ab4858afeac94a370ee8a3e449516f,False,7,0.1,16,25,1.5625,1.5625,9,1,50,3.33,2.0,1,7,0.11,16,26,1.625,1.625,9,1,52,3.47,3.0,1,4,5,5,1.67101,53,1,1416.4,30
b3c2d13e3af7b428671de6cca5ad0d48a84db311,False,8,0.1,17,28,1.6471,1.6471,10,1,56,3.5,2.5,1,8,0.1,17,28,1.6471,1.6471,10,1,56,3.5,2.5,1,1,1,2,0.918296,2,1,2214.0,30
7c2e80afc552e5cafe38b70aabcb765bc28121a4,True,86,0.05,41,85,2.0732,2.0732,17,1,170,4.25,3.0,1,92,0.07,34,74,2.1765,2.1765,18,1,148,4.48,3.0,1,3,5,9,2.43419,1002,419,1493.22,30
d17760471f42d6a49e98df1e97bd2f1810465030,False,17,0.1,18,30,1.6667,1.6667,12,1,60,3.53,3.0,1,17,0.1,18,30,1.6667,1.6667,12,1,60,3.53,3.0,1,2,2,2,0.918296,2,1,1180.0,30
99adb8ce3b6979ac469c766319d1edc1ee85a0f5,False,11,0.19,10,17,1.7,1.7,9,1,34,3.78,3.0,1,12,0.09,20,34,1.7,1.7,12,1,68,3.58,3.0,1,2,2,2,0.165427,1,40,966.5,30
205db9e4fb846da0e1af81f1207cf137a24f603a,False,17,0.12,17,32,1.8824,1.8824,10,1,64,4.0,3.0,2,16,0.08,22,38,1.7273,1.7273,13,1,76,3.62,3.0,1,2,2,2,0.249882,8,16,1143.5,30
095e1f68f72693101d27e9b69f5adb3d5d0aab37,False,36,0.06,34,65,1.9118,1.9118,15,1,130,4.06,3.0,1,19,0.06,29,52,1.7931,1.7931,14,1,104,3.71,3.0,1,2,3,3,0.814277,99,2,950.667,30
fe45dc17efebb74eb80e817d3123332434097d48,False,98,0.06,40,96,2.4,2.4,25,1,192,4.92,3.0,2,75,0.06,40,91,2.275,2.275,21,1,182,4.67,3.0,1,4,8,12,2.84993,180,106,687.667,30
f9053c8b4a8af7f5be364b53c0756deb308a8277,False,9,0.12,16,28,1.75,1.75,11,1,56,3.73,3.0,1,7,0.11,16,26,1.625,1.625,9,1,52,3.47,3.0,1,1,1,2,0.297472,13,6,2206.5,30
ca9eee998c81012b122b66a05465a930c66195e2,False,109,0.06,40,94,2.35,2.35,24,2,188,4.82,3.0,2,80,0.06,38,87,2.2895,2.2895,21,2,174,4.7,3.0,2,2,4,6,2.0481,84,7,538.167,30
259046fc090dcb6f96f2362daff647d57f3fbddd,False,28,0.08,27,54,2.0,2.0,17,1,108,4.15,3.0,2,29,0.08,27,55,2.037,2.037,17,1,110,4.23,3.0,2,7,10,12,2.24199,163,116,582.833,30
4e5d3eac872dad6ec04520b7f8f859e13e3217f9,False,13,0.12,16,28,1.75,1.75,11,1,56,3.73,3.0,1,13,0.11,17,29,1.7059,1.7059,12,1,58,3.62,3.0,1,2,2,2,1.0,1,1,1014.5,30
57a01b1d5b27911f24d6476a0f8e2e1076db7d73,False,11,0.11,16,26,1.625,1.625,9,1,52,3.47,3.0,1,11,0.11,16,26,1.625,1.625,9,1,52,3.47,3.0,1,2,2,2,0.918296,2,1,1014.0,30
